Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of Citable OA
IEEE TRANSACTIONS ON POWER SYSTEMS,IEEE T POWER SYST,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0885-8950,1558-0679,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"49,156",6.6,Q1,1.74,13.48%
DEVELOPMENTAL REVIEW,DEV REV,ACADEMIC PRESS INC ELSEVIER SCIENCE,0273-2297,1090-2406,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"5,077",6.6,Q1,1.73,20.51%
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,AGR ECOSYST ENVIRON,ELSEVIER,0167-8809,1873-2305,"AGRICULTURE, MULTIDISCIPLINARY",SCIE,"33,665",6.6,Q1,1.71,22.94%
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,AGR ECOSYST ENVIRON,ELSEVIER,0167-8809,1873-2305,ECOLOGY,SCIE,"33,665",6.6,Q1,1.71,22.94%
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,AGR ECOSYST ENVIRON,ELSEVIER,0167-8809,1873-2305,ENVIRONMENTAL SCIENCES,SCIE,"33,665",6.6,Q1,1.71,22.94%
JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,J URBAN HEALTH,SPRINGER,1099-3460,1468-2869,"MEDICINE, GENERAL & INTERNAL",SCIE,"6,045",6.6,Q1,1.59,25%
JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,J URBAN HEALTH,SPRINGER,1099-3460,1468-2869,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,"6,045",6.6,Q1,1.59,25%
JOURNAL OF AFFECTIVE DISORDERS,J AFFECT DISORDERS,ELSEVIER,0165-0327,1573-2517,CLINICAL NEUROLOGY,SCIE,"61,906",6.6,Q1,1.5,17.06%
JOURNAL OF AFFECTIVE DISORDERS,J AFFECT DISORDERS,ELSEVIER,0165-0327,1573-2517,PSYCHIATRY,SCIE,"61,906",6.6,Q1,1.5,17.06%
JOURNAL OF AFFECTIVE DISORDERS,J AFFECT DISORDERS,ELSEVIER,0165-0327,1573-2517,PSYCHIATRY,SSCI,"61,906",6.6,Q1,1.5,17.06%
Innovative Food Science & Emerging Technologies,INNOV FOOD SCI EMERG,ELSEVIER SCI LTD,1466-8564,1878-5522,FOOD SCIENCE & TECHNOLOGY,SCIE,"15,358",6.6,Q1,1.47,15.08%
Japanese Dental Science Review,JPN DENT SCI REV,ELSEVIER SCI LTD,1882-7616,2213-6851,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,"1,066",6.6,Q1,1.36,96.63%
Hepatology International,HEPATOL INT,SPRINGER,1936-0533,1936-0541,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"4,716",6.6,Q1,1.35,21.54%
CELLULAR ONCOLOGY,CELL ONCOL,SPRINGER,2211-3428,2211-3436,CELL BIOLOGY,SCIE,"3,107",6.6,Q2,1.25,27.70%
CELLULAR ONCOLOGY,CELL ONCOL,SPRINGER,2211-3428,2211-3436,ONCOLOGY,SCIE,"3,107",6.6,Q1,1.25,27.70%
CELLULAR ONCOLOGY,CELL ONCOL,SPRINGER,2211-3428,2211-3436,PATHOLOGY,SCIE,"3,107",6.6,Q1,1.25,27.70%
Food Engineering Reviews,FOOD ENG REV,SPRINGER,1866-7910,1866-7929,FOOD SCIENCE & TECHNOLOGY,SCIE,"2,256",6.6,Q1,1.22,8.94%
ELECTROCHIMICA ACTA,ELECTROCHIM ACTA,PERGAMON-ELSEVIER SCIENCE LTD,0013-4686,1873-3859,ELECTROCHEMISTRY,SCIE,"130,946",6.6,Q2,1.13,10.23%
PROGRESS IN ORGANIC COATINGS,PROG ORG COAT,ELSEVIER SCIENCE SA,0300-9440,1873-331X,"CHEMISTRY, APPLIED",SCIE,"22,473",6.6,Q1,1.13,6.19%
PROGRESS IN ORGANIC COATINGS,PROG ORG COAT,ELSEVIER SCIENCE SA,0300-9440,1873-331X,"MATERIALS SCIENCE, COATINGS & FILMS",SCIE,"22,473",6.6,Q1,1.13,6.19%
Current Opinion in Chemical Engineering,CURR OPIN CHEM ENG,ELSEVIER SCI LTD,2211-3398,2211-3398,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"3,795",6.6,Q1,0.82,28.63%
Current Opinion in Chemical Engineering,CURR OPIN CHEM ENG,ELSEVIER SCI LTD,2211-3398,2211-3398,"ENGINEERING, CHEMICAL",SCIE,"3,795",6.6,Q1,0.82,28.63%
EUROPEAN JOURNAL OF CELL BIOLOGY,EUR J CELL BIOL,ELSEVIER GMBH,0171-9335,1618-1298,CELL BIOLOGY,SCIE,"4,087",6.6,Q2,0.61,75.74%
IEEE Transactions on Cloud Computing,IEEE T CLOUD COMPUT,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2168-7161,2168-7161,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"3,968",6.5,Q1,2.46,9.24%
IEEE Transactions on Cloud Computing,IEEE T CLOUD COMPUT,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2168-7161,2168-7161,"COMPUTER SCIENCE, THEORY & METHODS",SCIE,"3,968",6.5,Q1,2.46,9.24%
JOURNAL OF INVESTIGATIVE DERMATOLOGY,J INVEST DERMATOL,ELSEVIER SCIENCE INC,0022-202X,1523-1747,DERMATOLOGY,SCIE,"35,691",6.5,Q1,2.42,66.97%
Research in International Business and Finance,RES INT BUS FINANC,ELSEVIER,0275-5319,1878-3384,"BUSINESS, FINANCE",SSCI,"6,513",6.5,Q1,2.05,8.38%
Economic Analysis and Policy,ECON ANAL POLICY,ELSEVIER,0313-5926,0313-5926,ECONOMICS,SSCI,"3,666",6.5,Q1,1.91,9.14%
RESUSCITATION,RESUSCITATION,ELSEVIER IRELAND LTD,0300-9572,1873-1570,CRITICAL CARE MEDICINE,SCIE,"18,032",6.5,Q2,1.87,19.63%
RESUSCITATION,RESUSCITATION,ELSEVIER IRELAND LTD,0300-9572,1873-1570,EMERGENCY MEDICINE,SCIE,"18,032",6.5,Q1,1.87,19.63%
FOOD POLICY,FOOD POLICY,ELSEVIER SCI LTD,0306-9192,1873-5657,AGRICULTURAL ECONOMICS & POLICY,SCIE,"10,574",6.5,Q1,1.84,42.55%
FOOD POLICY,FOOD POLICY,ELSEVIER SCI LTD,0306-9192,1873-5657,ECONOMICS,SSCI,"10,574",6.5,Q1,1.84,42.55%
FOOD POLICY,FOOD POLICY,ELSEVIER SCI LTD,0306-9192,1873-5657,FOOD SCIENCE & TECHNOLOGY,SCIE,"10,574",6.5,Q1,1.84,42.55%
FOOD POLICY,FOOD POLICY,ELSEVIER SCI LTD,0306-9192,1873-5657,NUTRITION & DIETETICS,SCIE,"10,574",6.5,Q1,1.84,42.55%
PLANT PHYSIOLOGY AND BIOCHEMISTRY,PLANT PHYSIOL BIOCH,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,0981-9428,1873-2690,PLANT SCIENCES,SCIE,"28,231",6.5,Q1,1.58,8.02%
SOIL & TILLAGE RESEARCH,SOIL TILL RES,ELSEVIER,0167-1987,1879-3444,SOIL SCIENCE,SCIE,"23,569",6.5,Q1,1.57,11.69%
JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,J AM SOC ECHOCARDIOG,MOSBY-ELSEVIER,0894-7317,N/A,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"14,082",6.5,Q1,1.42,13.68%
BIOLOGY AND FERTILITY OF SOILS,BIOL FERT SOILS,SPRINGER,0178-2762,1432-0789,SOIL SCIENCE,SCIE,"12,538",6.5,Q1,1.35,21.11%
JOURNAL OF LIPID RESEARCH,J LIPID RES,ELSEVIER,0022-2275,1539-7262,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"26,197",6.5,Q1,1.07,97.44%
AMBIO,AMBIO,SPRINGER,0044-7447,1654-7209,"ENGINEERING, ENVIRONMENTAL",SCIE,"12,500",6.5,Q2,0.81,58.30%
AMBIO,AMBIO,SPRINGER,0044-7447,1654-7209,ENVIRONMENTAL SCIENCES,SCIE,"12,500",6.5,Q1,0.81,58.30%
Nanoscale Research Letters,NANOSCALE RES LETT,SPRINGER,1931-7573,1556-276X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"22,138",6.5,Q1,0.78,99.42%
Nanoscale Research Letters,NANOSCALE RES LETT,SPRINGER,1931-7573,1556-276X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"22,138",6.5,Q2,0.78,99.42%
Nanoscale Research Letters,NANOSCALE RES LETT,SPRINGER,1931-7573,1556-276X,"PHYSICS, APPLIED",SCIE,"22,138",6.5,Q1,0.78,99.42%
Ocular Surface,OCUL SURF,ELSEVIER,1542-0124,1937-5913,OPHTHALMOLOGY,SCIE,"6,053",6.4,Q1,2.47,23.05%
SMALL BUSINESS ECONOMICS,SMALL BUS ECON,SPRINGER,0921-898X,1573-0913,BUSINESS,SSCI,"13,522",6.4,Q2,1.78,39.15%
SMALL BUSINESS ECONOMICS,SMALL BUS ECON,SPRINGER,0921-898X,1573-0913,ECONOMICS,SSCI,"13,522",6.4,Q1,1.78,39.15%
SMALL BUSINESS ECONOMICS,SMALL BUS ECON,SPRINGER,0921-898X,1573-0913,MANAGEMENT,SSCI,"13,522",6.4,Q2,1.78,39.15%
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,EUR CHILD ADOLES PSY,SPRINGER,1018-8827,1435-165X,PEDIATRICS,SCIE,"10,102",6.4,Q1,1.72,49.64%
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,EUR CHILD ADOLES PSY,SPRINGER,1018-8827,1435-165X,PSYCHIATRY,SSCI,"10,102",6.4,Q1,1.72,49.64%
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,EUR CHILD ADOLES PSY,SPRINGER,1018-8827,1435-165X,PSYCHIATRY,SCIE,"10,102",6.4,Q1,1.72,49.64%
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,EUR CHILD ADOLES PSY,SPRINGER,1018-8827,1435-165X,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"10,102",6.4,Q1,1.72,49.64%
URBAN FORESTRY & URBAN GREENING,URBAN FOR URBAN GREE,ELSEVIER GMBH,1618-8667,1610-8167,ENVIRONMENTAL STUDIES,SSCI,"14,791",6.4,Q1,1.71,17.94%
URBAN FORESTRY & URBAN GREENING,URBAN FOR URBAN GREE,ELSEVIER GMBH,1618-8667,1610-8167,FORESTRY,SCIE,"14,791",6.4,Q1,1.71,17.94%
URBAN FORESTRY & URBAN GREENING,URBAN FOR URBAN GREE,ELSEVIER GMBH,1618-8667,1610-8167,URBAN STUDIES,SSCI,"14,791",6.4,Q1,1.71,17.94%
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,PERGAMON-ELSEVIER SCIENCE LTD,0965-8564,1879-2375,ECONOMICS,SSCI,"20,122",6.4,Q1,1.66,17.78%
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,PERGAMON-ELSEVIER SCIENCE LTD,0965-8564,1879-2375,TRANSPORTATION,SSCI,"20,122",6.4,Q1,1.66,17.78%
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,PERGAMON-ELSEVIER SCIENCE LTD,0965-8564,1879-2375,TRANSPORTATION SCIENCE & TECHNOLOGY,SCIE,"20,122",6.4,Q2,1.66,17.78%
PROGRESS IN PLANNING,PROG PLANN,PERGAMON-ELSEVIER SCIENCE LTD,0305-9006,1873-4510,ENVIRONMENTAL STUDIES,SSCI,"1,289",6.4,Q1,1.63,15.15%
PROGRESS IN PLANNING,PROG PLANN,PERGAMON-ELSEVIER SCIENCE LTD,0305-9006,1873-4510,REGIONAL & URBAN PLANNING,SSCI,"1,289",6.4,Q1,1.63,15.15%
Journal of Hydrology,J HYDROL,ELSEVIER,0022-1694,1879-2707,"ENGINEERING, CIVIL",SCIE,"86,781",6.4,Q1,1.54,14.35%
Journal of Hydrology,J HYDROL,ELSEVIER,0022-1694,1879-2707,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"86,781",6.4,Q1,1.54,14.35%
Journal of Hydrology,J HYDROL,ELSEVIER,0022-1694,1879-2707,WATER RESOURCES,SCIE,"86,781",6.4,Q1,1.54,14.35%
THIN-WALLED STRUCTURES,THIN WALL STRUCT,ELSEVIER SCI LTD,0263-8231,1879-3223,"ENGINEERING, CIVIL",SCIE,"27,718",6.4,Q1,1.49,4.43%
THIN-WALLED STRUCTURES,THIN WALL STRUCT,ELSEVIER SCI LTD,0263-8231,1879-3223,"ENGINEERING, MECHANICAL",SCIE,"27,718",6.4,Q1,1.49,4.43%
THIN-WALLED STRUCTURES,THIN WALL STRUCT,ELSEVIER SCI LTD,0263-8231,1879-3223,MECHANICS,SCIE,"27,718",6.4,Q1,1.49,4.43%
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,EUR J OPER RES,ELSEVIER,0377-2217,1872-6860,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,SCIE,"70,097",6.4,Q1,1.44,19.21%
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,J CARDIOVASC MAGN R,BMC,1097-6647,1532-429X,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"7,533",6.4,Q1,1.44,99.66%
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,J CARDIOVASC MAGN R,BMC,1097-6647,1532-429X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"7,533",6.4,Q1,1.44,99.66%
JPAD-Journal of Prevention of Alzheimers Disease,JPAD-J PREV ALZHEIM,SPRINGER BASEL AG,2274-5807,2426-0266,CLINICAL NEUROLOGY,SCIE,"1,441",6.4,Q1,1.42,30.65%
AUTOMATICA,AUTOMATICA,PERGAMON-ELSEVIER SCIENCE LTD,0005-1098,1873-2836,AUTOMATION & CONTROL SYSTEMS,SCIE,"52,819",6.4,Q1,1.4,20.25%
AUTOMATICA,AUTOMATICA,PERGAMON-ELSEVIER SCIENCE LTD,0005-1098,1873-2836,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"52,819",6.4,Q1,1.4,20.25%
IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,IEEE COMPUTER SOC,1541-1672,1941-1294,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"4,407",6.4,Q2,1.4,4.57%
IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,IEEE COMPUTER SOC,1541-1672,1941-1294,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"4,407",6.4,Q1,1.4,4.57%
IEEE-ASME TRANSACTIONS ON MECHATRONICS,IEEE-ASME T MECH,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1083-4435,1941-014X,AUTOMATION & CONTROL SYSTEMS,SCIE,"19,423",6.4,Q1,1.38,6.58%
IEEE-ASME TRANSACTIONS ON MECHATRONICS,IEEE-ASME T MECH,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1083-4435,1941-014X,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"19,423",6.4,Q1,1.38,6.58%
IEEE-ASME TRANSACTIONS ON MECHATRONICS,IEEE-ASME T MECH,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1083-4435,1941-014X,"ENGINEERING, MANUFACTURING",SCIE,"19,423",6.4,Q2,1.38,6.58%
IEEE-ASME TRANSACTIONS ON MECHATRONICS,IEEE-ASME T MECH,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1083-4435,1941-014X,"ENGINEERING, MECHANICAL",SCIE,"19,423",6.4,Q1,1.38,6.58%
APPLIED THERMAL ENGINEERING,APPL THERM ENG,PERGAMON-ELSEVIER SCIENCE LTD,1359-4311,1873-5606,ENERGY & FUELS,SCIE,"83,213",6.4,Q2,1.36,7.67%
APPLIED THERMAL ENGINEERING,APPL THERM ENG,PERGAMON-ELSEVIER SCIENCE LTD,1359-4311,1873-5606,"ENGINEERING, MECHANICAL",SCIE,"83,213",6.4,Q1,1.36,7.67%
APPLIED THERMAL ENGINEERING,APPL THERM ENG,PERGAMON-ELSEVIER SCIENCE LTD,1359-4311,1873-5606,MECHANICS,SCIE,"83,213",6.4,Q1,1.36,7.67%
APPLIED THERMAL ENGINEERING,APPL THERM ENG,PERGAMON-ELSEVIER SCIENCE LTD,1359-4311,1873-5606,THERMODYNAMICS,SCIE,"83,213",6.4,Q1,1.36,7.67%
Journal of Building Engineering,J BUILD ENG,ELSEVIER,N/A,2352-7102,CONSTRUCTION & BUILDING TECHNOLOGY,SCIE,"27,082",6.4,Q1,1.34,7.43%
Journal of Building Engineering,J BUILD ENG,ELSEVIER,N/A,2352-7102,"ENGINEERING, CIVIL",SCIE,"27,082",6.4,Q1,1.34,7.43%
Urban Climate,URBAN CLIM,ELSEVIER,2212-0955,2212-0955,ENVIRONMENTAL SCIENCES,SCIE,"6,801",6.4,Q1,1.27,14.85%
Urban Climate,URBAN CLIM,ELSEVIER,2212-0955,2212-0955,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,"6,801",6.4,Q1,1.27,14.85%
CANCER GENE THERAPY,CANCER GENE THER,SPRINGERNATURE,0929-1903,1476-5500,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"4,880",6.4,Q1,1.24,28.27%
CANCER GENE THERAPY,CANCER GENE THER,SPRINGERNATURE,0929-1903,1476-5500,GENETICS & HEREDITY,SCIE,"4,880",6.4,Q1,1.24,28.27%
CANCER GENE THERAPY,CANCER GENE THER,SPRINGERNATURE,0929-1903,1476-5500,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"4,880",6.4,Q1,1.24,28.27%
CANCER GENE THERAPY,CANCER GENE THER,SPRINGERNATURE,0929-1903,1476-5500,ONCOLOGY,SCIE,"4,880",6.4,Q1,1.24,28.27%
Journal of Materials Research and Technology-JMR&T,J MATER RES TECHNOL,ELSEVIER,2238-7854,2214-0697,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"28,475",6.4,Q1,1.22,96.34%
Journal of Materials Research and Technology-JMR&T,J MATER RES TECHNOL,ELSEVIER,2238-7854,2214-0697,METALLURGY & METALLURGICAL ENGINEERING,SCIE,"28,475",6.4,Q1,1.22,96.34%
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,ELSEVIER SCIENCE SA,0921-5093,1873-4936,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"124,446",6.4,Q1,1.17,10.58%
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,ELSEVIER SCIENCE SA,0921-5093,1873-4936,METALLURGY & METALLURGICAL ENGINEERING,SCIE,"124,446",6.4,Q1,1.17,10.58%
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,ELSEVIER SCIENCE SA,0921-5093,1873-4936,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"124,446",6.4,Q2,1.17,10.58%
Biocybernetics and Biomedical Engineering,BIOCYBERN BIOMED ENG,ELSEVIER,0208-5216,0208-5216,"ENGINEERING, BIOMEDICAL",SCIE,"3,069",6.4,Q1,1.13,5.75%
Microbial Cell Factories,MICROB CELL FACT,BMC,N/A,1475-2859,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"13,230",6.4,Q1,1.13,99.58%
BIOLOGICAL PROCEDURES ONLINE,BIOL PROCED ONLINE,BMC,N/A,1480-9222,BIOCHEMICAL RESEARCH METHODS,SCIE,"1,268",6.4,Q1,1.06,100%
PROGRESS IN SURFACE SCIENCE,PROG SURF SCI,PERGAMON-ELSEVIER SCIENCE LTD,0079-6816,1878-4240,"CHEMISTRY, PHYSICAL",SCIE,"1,906",6.4,Q2,0.37,22.22%
PROGRESS IN SURFACE SCIENCE,PROG SURF SCI,PERGAMON-ELSEVIER SCIENCE LTD,0079-6816,1878-4240,"PHYSICS, CONDENSED MATTER",SCIE,"1,906",6.4,Q1,0.37,22.22%
Mathematical Programming Computation,MATH PROGRAM COMPUT,SPRINGER HEIDELBERG,1867-2949,1867-2957,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"1,614",6.3,Q1,3.19,36.92%
Mathematical Programming Computation,MATH PROGRAM COMPUT,SPRINGER HEIDELBERG,1867-2949,1867-2957,"MATHEMATICS, APPLIED",SCIE,"1,614",6.3,Q1,3.19,36.92%
Mathematical Programming Computation,MATH PROGRAM COMPUT,SPRINGER HEIDELBERG,1867-2949,1867-2957,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,SCIE,"1,614",6.3,Q1,3.19,36.92%
Journal of Econometrics,J ECONOMETRICS,ELSEVIER SCIENCE SA,0304-4076,1872-6895,ECONOMICS,SSCI,"27,471",6.3,Q1,1.98,17%
Journal of Econometrics,J ECONOMETRICS,ELSEVIER SCIENCE SA,0304-4076,1872-6895,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",SCIE,"27,471",6.3,Q1,1.98,17%
Journal of Econometrics,J ECONOMETRICS,ELSEVIER SCIENCE SA,0304-4076,1872-6895,"SOCIAL SCIENCES, MATHEMATICAL METHODS",SSCI,"27,471",6.3,Q1,1.98,17%
American Journal of Obstetrics & Gynecology MFM,AM J OBST GYNEC MFM,ELSEVIER,2589-9333,2589-9333,OBSTETRICS & GYNECOLOGY,SCIE,"2,109",6.3,Q1,1.76,9.41%
Information and Organization,INFORM ORGAN-UK,ELSEVIER SCI LTD,1471-7727,1873-7919,INFORMATION SCIENCE & LIBRARY SCIENCE,SSCI,"1,389",6.3,Q1,1.76,6%
Information and Organization,INFORM ORGAN-UK,ELSEVIER SCI LTD,1471-7727,1873-7919,MANAGEMENT,SSCI,"1,389",6.3,Q2,1.76,6%
IEEE Industrial Electronics Magazine,IEEE IND ELECTRON M,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1932-4529,1941-0115,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"2,570",6.3,Q1,1.62,0%
JOURNAL OF URBAN ECONOMICS,J URBAN ECON,ACADEMIC PRESS INC ELSEVIER SCIENCE,0094-1190,1095-9068,ECONOMICS,SSCI,"7,414",6.3,Q1,1.6,19.75%
JOURNAL OF URBAN ECONOMICS,J URBAN ECON,ACADEMIC PRESS INC ELSEVIER SCIENCE,0094-1190,1095-9068,URBAN STUDIES,SSCI,"7,414",6.3,Q1,1.6,19.75%
CLINICAL NUTRITION,CLIN NUTR,CHURCHILL LIVINGSTONE,0261-5614,1532-1983,NUTRITION & DIETETICS,SCIE,"24,385",6.3,Q1,1.52,23.71%
IEEE Wireless Communications Letters,IEEE WIREL COMMUN LE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2162-2337,2162-2345,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"13,143",6.3,Q1,1.48,6.26%
IEEE Wireless Communications Letters,IEEE WIREL COMMUN LE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2162-2337,2162-2345,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"13,143",6.3,Q1,1.48,6.26%
IEEE Wireless Communications Letters,IEEE WIREL COMMUN LE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2162-2337,2162-2345,TELECOMMUNICATIONS,SCIE,"13,143",6.3,Q1,1.48,6.26%
JOURNAL OF GASTROENTEROLOGY,J GASTROENTEROL,SPRINGER JAPAN KK,0944-1174,1435-5922,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"9,132",6.3,Q1,1.35,32.28%
COMPOSITE STRUCTURES,COMPOS STRUCT,ELSEVIER SCI LTD,0263-8223,1879-1085,"MATERIALS SCIENCE, COMPOSITES",SCIE,"68,712",6.3,Q1,1.27,9.37%
COMPOSITE STRUCTURES,COMPOS STRUCT,ELSEVIER SCI LTD,0263-8223,1879-1085,MECHANICS,SCIE,"68,712",6.3,Q1,1.27,9.37%
Current Research in Food Science,CURR RES FOOD SCI,ELSEVIER,N/A,2665-9271,FOOD SCIENCE & TECHNOLOGY,SCIE,"1,240",6.3,Q1,1.27,98.40%
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,J MATER PROCESS TECH,ELSEVIER SCIENCE SA,0924-0136,1873-4774,"ENGINEERING, INDUSTRIAL",SCIE,"44,151",6.3,Q2,1.22,9.67%
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,J MATER PROCESS TECH,ELSEVIER SCIENCE SA,0924-0136,1873-4774,"ENGINEERING, MANUFACTURING",SCIE,"44,151",6.3,Q2,1.22,9.67%
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,J MATER PROCESS TECH,ELSEVIER SCIENCE SA,0924-0136,1873-4774,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"44,151",6.3,Q2,1.22,9.67%
Journal of Modern Power Systems and Clean Energy,J MOD POWER SYST CLE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2196-5625,2196-5420,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"4,252",6.3,Q1,1.15,93.97%
Biotechnology for Biofuels,BIOTECHNOL BIOFUELS,BMC,N/A,1754-6834,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"15,381",6.3,Q1,1.13,99.33%
Biotechnology for Biofuels,BIOTECHNOL BIOFUELS,BMC,N/A,1754-6834,ENERGY & FUELS,SCIE,"15,381",6.3,Q2,1.13,99.33%
European Review of Aging and Physical Activity,EUR REV AGING PHYS A,SPRINGER HEIDELBERG,1813-7253,1861-6909,GERIATRICS & GERONTOLOGY,SCIE,"1,030",6.3,Q1,1.13,100%
Publications Mathematiques de l IHES,PUBL MATH-PARIS,SPRINGER HEIDELBERG,0073-8301,1618-1913,MATHEMATICS,SCIE,"2,254",6.2,Q1,4,58.33%
LEARNING AND INSTRUCTION,LEARN INSTR,PERGAMON-ELSEVIER SCIENCE LTD,0959-4752,1873-3263,EDUCATION & EDUCATIONAL RESEARCH,SSCI,"7,769",6.2,Q1,2.96,32.95%
LEARNING AND INSTRUCTION,LEARN INSTR,PERGAMON-ELSEVIER SCIENCE LTD,0959-4752,1873-3263,"PSYCHOLOGY, EDUCATIONAL",SSCI,"7,769",6.2,Q1,2.96,32.95%
PRECISION AGRICULTURE,PRECIS AGRIC,SPRINGER,1385-2256,1573-1618,"AGRICULTURE, MULTIDISCIPLINARY",SCIE,"4,722",6.2,Q1,2.02,27.76%
AGRICULTURAL AND FOREST METEOROLOGY,AGR FOREST METEOROL,ELSEVIER,0168-1923,1873-2240,AGRONOMY,SCIE,"29,717",6.2,Q1,1.91,26.48%
AGRICULTURAL AND FOREST METEOROLOGY,AGR FOREST METEOROL,ELSEVIER,0168-1923,1873-2240,FORESTRY,SCIE,"29,717",6.2,Q1,1.91,26.48%
AGRICULTURAL AND FOREST METEOROLOGY,AGR FOREST METEOROL,ELSEVIER,0168-1923,1873-2240,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,"29,717",6.2,Q1,1.91,26.48%
