Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of Citable OA
IEEE ELECTRON DEVICE LETTERS,IEEE ELECTR DEVICE L,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0741-3106,1558-0563,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"20,820",4.1,Q2,1.13,3.22%
Journal of Neurodevelopmental Disorders,J NEURODEV DISORD,BMC,1866-1947,1866-1955,NEUROSCIENCES,SCIE,"2,226",4.1,Q2,1.13,100%
Journal of Network and Systems Management,J NETW SYST MANAG,SPRINGER,1064-7570,1573-7705,TELECOMMUNICATIONS,SCIE,"1,050",4.1,Q2,1.08,17.65%
Research in Transportation Business and Management,RES TRANSP BUS MANAG,ELSEVIER,2210-5395,2210-5409,BUSINESS,SSCI,"2,663",4.1,Q2,1.08,20.16%
Research in Transportation Business and Management,RES TRANSP BUS MANAG,ELSEVIER,2210-5395,2210-5409,MANAGEMENT,SSCI,"2,663",4.1,Q2,1.08,20.16%
Research in Transportation Business and Management,RES TRANSP BUS MANAG,ELSEVIER,2210-5395,2210-5409,TRANSPORTATION,SSCI,"2,663",4.1,Q2,1.08,20.16%
Journal of Exposure Science and Environmental Epidemiology,J EXPO SCI ENV EPID,SPRINGERNATURE,1559-0631,1559-064X,ENVIRONMENTAL SCIENCES,SCIE,"5,289",4.1,Q2,1.03,35.37%
SENSORS AND ACTUATORS A-PHYSICAL,SENSOR ACTUAT A-PHYS,ELSEVIER SCIENCE SA,0924-4247,1873-3069,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"27,114",4.1,Q2,1.03,6.59%
IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,IEEE T MICROW THEORY,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0018-9480,1557-9670,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"30,444",4.1,Q2,1.01,9%
International Journal of Accounting Information Systems,INT J ACCOUNT INF SY,ELSEVIER,1467-0895,1873-4723,BUSINESS,SSCI,"1,176",4.1,Q2,1.01,24.64%
International Journal of Accounting Information Systems,INT J ACCOUNT INF SY,ELSEVIER,1467-0895,1873-4723,MANAGEMENT,SSCI,"1,176",4.1,Q2,1.01,24.64%
DYES AND PIGMENTS,DYES PIGMENTS,ELSEVIER SCI LTD,0143-7208,1873-3743,"CHEMISTRY, APPLIED",SCIE,"26,600",4.1,Q2,0.98,3.75%
DYES AND PIGMENTS,DYES PIGMENTS,ELSEVIER SCI LTD,0143-7208,1873-3743,"ENGINEERING, CHEMICAL",SCIE,"26,600",4.1,Q2,0.98,3.75%
EUROPEAN JOURNAL OF NUTRITION,EUR J NUTR,SPRINGER HEIDELBERG,1436-6207,1436-6215,NUTRITION & DIETETICS,SCIE,"12,413",4.1,Q2,0.97,43.57%
JOURNAL OF BIOTECHNOLOGY,J BIOTECHNOL,ELSEVIER,0168-1656,1873-4863,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"14,959",4.1,Q2,0.96,11.95%
POLYMER,POLYMER,ELSEVIER SCI LTD,0032-3861,1873-2291,POLYMER SCIENCE,SCIE,"57,868",4.1,Q2,0.96,7.15%
Biomedical Journal,BIOMED J,ELSEVIER,2319-4170,2320-2890,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"2,866",4.1,Q2,0.95,99.64%
Biomedical Journal,BIOMED J,ELSEVIER,2319-4170,2320-2890,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"2,866",4.1,Q2,0.95,99.64%
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,INT BIODETER BIODEGR,ELSEVIER SCI LTD,0964-8305,1879-0208,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"12,518",4.1,Q2,0.91,11.18%
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,INT BIODETER BIODEGR,ELSEVIER SCI LTD,0964-8305,1879-0208,ENVIRONMENTAL SCIENCES,SCIE,"12,518",4.1,Q2,0.91,11.18%
NFS Journal,NFS J,ELSEVIER,2352-3646,2352-3646,FOOD SCIENCE & TECHNOLOGY,ESCI,662,4.1,Q2,0.9,96.05%
NFS Journal,NFS J,ELSEVIER,2352-3646,2352-3646,NUTRITION & DIETETICS,ESCI,662,4.1,Q2,0.9,96.05%
MRS BULLETIN,MRS BULL,SPRINGER HEIDELBERG,0883-7694,1938-1425,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"8,697",4.1,Q2,0.89,38.14%
MRS BULLETIN,MRS BULL,SPRINGER HEIDELBERG,0883-7694,1938-1425,"PHYSICS, APPLIED",SCIE,"8,697",4.1,Q2,0.89,38.14%
Quantum Machine Intelligence,QUANT MACH INTELL,SPRINGERNATURE,2524-4906,2524-4914,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",ESCI,419,4.1,Q2,0.89,50.96%
Quantum Machine Intelligence,QUANT MACH INTELL,SPRINGERNATURE,2524-4906,2524-4914,QUANTUM SCIENCE & TECHNOLOGY,ESCI,419,4.1,Q2,0.89,50.96%
Journal of Electroanalytical Chemistry,J ELECTROANAL CHEM,ELSEVIER SCIENCE SA,1572-6657,1873-2569,ELECTROCHEMISTRY,SCIE,"37,573",4.1,Q2,0.86,5.17%
Maritime Economics & Logistics,MARIT ECON LOGIST,PALGRAVE MACMILLAN LTD,1479-2931,1479-294X,TRANSPORTATION,SSCI,"1,304",4.1,Q2,0.86,15.46%
COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,PERGAMON-ELSEVIER SCIENCE LTD,0305-0548,1873-765X,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"16,528",4.1,Q2,0.84,17.16%
COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,PERGAMON-ELSEVIER SCIENCE LTD,0305-0548,1873-765X,"ENGINEERING, INDUSTRIAL",SCIE,"16,528",4.1,Q2,0.84,17.16%
CHINESE JOURNAL OF POLYMER SCIENCE,CHINESE J POLYM SCI,SPRINGER,0256-7679,1439-6203,POLYMER SCIENCE,SCIE,"4,262",4.1,Q2,0.82,0%
BIOMETALS,BIOMETALS,SPRINGER,0966-0844,1572-8773,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"5,194",4.1,Q2,0.77,15.60%
Food and Environmental Virology,FOOD ENVIRON VIROL,SPRINGER,1867-0334,1867-0342,ENVIRONMENTAL SCIENCES,SCIE,"1,341",4.1,Q2,0.68,29.91%
Food and Environmental Virology,FOOD ENVIRON VIROL,SPRINGER,1867-0334,1867-0342,FOOD SCIENCE & TECHNOLOGY,SCIE,"1,341",4.1,Q2,0.68,29.91%
Food and Environmental Virology,FOOD ENVIRON VIROL,SPRINGER,1867-0334,1867-0342,MICROBIOLOGY,SCIE,"1,341",4.1,Q2,0.68,29.91%
Food and Environmental Virology,FOOD ENVIRON VIROL,SPRINGER,1867-0334,1867-0342,VIROLOGY,SCIE,"1,341",4.1,Q2,0.68,29.91%
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY,J PHOTOCH PHOTOBIO A,ELSEVIER SCIENCE SA,1010-6030,1873-2666,"CHEMISTRY, PHYSICAL",SCIE,"21,677",4.1,Q2,0.67,3.47%
CHEMICAL ENGINEERING SCIENCE,CHEM ENG SCI,PERGAMON-ELSEVIER SCIENCE LTD,0009-2509,1873-4405,"ENGINEERING, CHEMICAL",SCIE,"49,459",4.1,Q2,0.66,9.09%
Particuology,PARTICUOLOGY,ELSEVIER SCIENCE INC,1674-2001,2210-4291,"ENGINEERING, CHEMICAL",SCIE,"5,148",4.1,Q2,0.6,18.37%
Particuology,PARTICUOLOGY,ELSEVIER SCIENCE INC,1674-2001,2210-4291,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"5,148",4.1,Q2,0.6,18.37%
JOURNAL OF CLINICAL VIROLOGY,J CLIN VIROL,ELSEVIER,1386-6532,1873-5967,VIROLOGY,SCIE,"7,862",4,Q2,1.33,35.22%
Forest Policy and Economics,FOREST POLICY ECON,ELSEVIER,1389-9341,1872-7050,ENVIRONMENTAL STUDIES,SSCI,"6,903",4,Q2,1.27,32.84%
Biological Psychiatry: Global Open Science,BIOL PSYCHIAT-GLOB O,ELSEVIER,2667-1743,2667-1743,NEUROSCIENCES,ESCI,482,4,Q2,1.18,100%
ORAL ONCOLOGY,ORAL ONCOL,ELSEVIER,1368-8375,1879-0593,ONCOLOGY,SCIE,"13,306",4,Q2,1.18,13.82%
ADVANCES IN ENGINEERING SOFTWARE,ADV ENG SOFTW,ELSEVIER SCI LTD,0965-9978,1873-5339,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"11,211",4,Q2,1.17,10.67%
JOURNAL OF PAIN,J PAIN,CHURCHILL LIVINGSTONE,1526-5900,1528-8447,NEUROSCIENCES,SCIE,"12,486",4,Q2,1.15,21.43%
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,IEEE T CIRCUITS-II,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1549-7747,1558-3791,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"17,901",4,Q2,1.11,3.13%
IEEE Geoscience and Remote Sensing Letters,IEEE GEOSCI REMOTE S,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1545-598X,1558-0571,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"25,929",4,Q2,1.09,4.54%
IEEE Geoscience and Remote Sensing Letters,IEEE GEOSCI REMOTE S,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1545-598X,1558-0571,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,SCIE,"25,929",4,Q2,1.09,4.54%
IEEE Geoscience and Remote Sensing Letters,IEEE GEOSCI REMOTE S,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1545-598X,1558-0571,REMOTE SENSING,SCIE,"25,929",4,Q2,1.09,4.54%
IEEE Systems Journal,IEEE SYST J,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1932-8184,1937-9234,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"13,127",4,Q2,1.05,3.87%
IEEE Systems Journal,IEEE SYST J,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1932-8184,1937-9234,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,SCIE,"13,127",4,Q2,1.05,3.87%
IEEE Systems Journal,IEEE SYST J,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1932-8184,1937-9234,TELECOMMUNICATIONS,SCIE,"13,127",4,Q2,1.05,3.87%
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,PERGAMON-ELSEVIER SCIENCE LTD,0045-7906,1879-0755,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"11,137",4,Q2,1.01,3.67%
COMPUTERS & ELECTRICAL ENGINEERING,COMPUT ELECTR ENG,PERGAMON-ELSEVIER SCIENCE LTD,0045-7906,1879-0755,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"11,137",4,Q2,1.01,3.67%
Eurasian Business Review,EURASIAN BUS REV,SPRINGER HEIDELBERG,1309-4297,2147-4281,BUSINESS,SSCI,788,4,Q2,0.98,41.10%
Eurasian Business Review,EURASIAN BUS REV,SPRINGER HEIDELBERG,1309-4297,2147-4281,MANAGEMENT,SSCI,788,4,Q2,0.98,41.10%
BMC MICROBIOLOGY,BMC MICROBIOL,BMC,1471-2180,1471-2180,MICROBIOLOGY,SCIE,"16,875",4,Q2,0.96,99.43%
European Journal of Medicinal Chemistry Reports,EUR J MED CHEM REP,ELSEVIER,2772-4174,2772-4174,"CHEMISTRY, MEDICINAL",ESCI,363,4,Q2,0.96,89.47%
IEEE Transactions on Control of Network Systems,IEEE T CONTROL NETW,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2325-5870,2372-2533,AUTOMATION & CONTROL SYSTEMS,SCIE,"4,833",4,Q2,0.95,6.43%
Breast Cancer,BREAST CANCER-TOKYO,SPRINGER JAPAN KK,1340-6868,1880-4233,ONCOLOGY,SCIE,"3,626",4,Q2,0.93,34.64%
JOURNAL OF BIOMEDICAL INFORMATICS,J BIOMED INFORM,ACADEMIC PRESS INC ELSEVIER SCIENCE,1532-0464,1532-0480,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"17,127",4,Q2,0.89,30.56%
JOURNAL OF BIOMEDICAL INFORMATICS,J BIOMED INFORM,ACADEMIC PRESS INC ELSEVIER SCIENCE,1532-0464,1532-0480,MEDICAL INFORMATICS,SCIE,"17,127",4,Q2,0.89,30.56%
Journal of Brand Management,J BRAND MANAG,PALGRAVE MACMILLAN LTD,1350-231X,1479-1803,BUSINESS,SSCI,"3,309",4,Q2,0.86,17.50%
Journal of Brand Management,J BRAND MANAG,PALGRAVE MACMILLAN LTD,1350-231X,1479-1803,MANAGEMENT,SSCI,"3,309",4,Q2,0.86,17.50%
JOURNAL OF FOOD COMPOSITION AND ANALYSIS,J FOOD COMPOS ANAL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0889-1575,1096-0481,"CHEMISTRY, APPLIED",SCIE,"14,999",4,Q2,0.86,8.28%
JOURNAL OF FOOD COMPOSITION AND ANALYSIS,J FOOD COMPOS ANAL,ACADEMIC PRESS INC ELSEVIER SCIENCE,0889-1575,1096-0481,FOOD SCIENCE & TECHNOLOGY,SCIE,"14,999",4,Q2,0.86,8.28%
Cybersecurity,CYBERSECURITY,SPRINGERNATURE,2523-3246,2523-3246,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",ESCI,669,4,Q2,0.85,100%
JOURNAL OF BIOLOGICAL CHEMISTRY,J BIOL CHEM,ELSEVIER,N/A,1083-351X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"295,227",4,Q2,0.85,96.10%
Neural Development,NEURAL DEV,BMC,N/A,1749-8104,NEUROSCIENCES,SCIE,979,4,Q2,0.84,100%
Climate Services,CLIM SERV,ELSEVIER,2405-8807,2405-8807,ENVIRONMENTAL SCIENCES,SCIE,"1,217",4,Q2,0.8,97.06%
Climate Services,CLIM SERV,ELSEVIER,2405-8807,2405-8807,ENVIRONMENTAL STUDIES,SSCI,"1,217",4,Q2,0.8,97.06%
Climate Services,CLIM SERV,ELSEVIER,2405-8807,2405-8807,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,"1,217",4,Q2,0.8,97.06%
Virology Journal,VIROL J,BMC,N/A,1743-422X,VIROLOGY,SCIE,"9,491",4,Q2,0.79,99.74%
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,BBA-MOL CELL BIOL L,ELSEVIER,1388-1981,1879-2618,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"11,228",4,Q2,0.78,24.07%
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,BBA-MOL CELL BIOL L,ELSEVIER,1388-1981,1879-2618,CELL BIOLOGY,SCIE,"11,228",4,Q2,0.78,24.07%
SYNTHETIC METALS,SYNTHETIC MET,ELSEVIER SCIENCE SA,0379-6779,0379-6779,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"12,344",4,Q2,0.78,2.80%
SYNTHETIC METALS,SYNTHETIC MET,ELSEVIER SCIENCE SA,0379-6779,0379-6779,"PHYSICS, CONDENSED MATTER",SCIE,"12,344",4,Q2,0.78,2.80%
SYNTHETIC METALS,SYNTHETIC MET,ELSEVIER SCIENCE SA,0379-6779,0379-6779,POLYMER SCIENCE,SCIE,"12,344",4,Q2,0.78,2.80%
WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,WORLD J MICROB BIOT,SPRINGER,0959-3993,1573-0972,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"12,807",4,Q2,0.74,11.41%
Journal of Marketing Analytics,J MARK ANAL,PALGRAVE MACMILLAN LTD,2050-3318,2050-3326,BUSINESS,ESCI,"1,029",4,Q2,0.68,19.62%
Geoscience Letters,GEOSCI LETT,SPRINGER,2196-4092,2196-4092,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,855,4,Q2,0.67,99.12%
Food Production Processing and Nutrition,FOOD PROD PROCESS NU,SPRINGERNATURE,N/A,2661-8974,FOOD SCIENCE & TECHNOLOGY,ESCI,630,4,Q2,0.66,99.23%
Cell Regeneration,CELL REGEN,SPRINGERNATURE,N/A,2045-9769,CELL & TISSUE ENGINEERING,ESCI,484,4,Q2,0.65,98.88%
Cell Regeneration,CELL REGEN,SPRINGERNATURE,N/A,2045-9769,CELL BIOLOGY,ESCI,484,4,Q2,0.65,98.88%
Journal of Molecular Structure,J MOL STRUCT,ELSEVIER,0022-2860,1872-8014,"CHEMISTRY, PHYSICAL",SCIE,"52,022",4,Q2,0.61,1.67%
JOURNAL OF SAFETY RESEARCH,J SAFETY RES,PERGAMON-ELSEVIER SCIENCE LTD,0022-4375,1879-1247,TRANSPORTATION,SSCI,"5,507",3.9,Q2,1.35,15.52%
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,COMP BIOCHEM PHYS C,ELSEVIER SCIENCE INC,1532-0456,1878-1659,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"8,379",3.9,Q2,1.31,5.27%
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,COMP BIOCHEM PHYS C,ELSEVIER SCIENCE INC,1532-0456,1878-1659,ENDOCRINOLOGY & METABOLISM,SCIE,"8,379",3.9,Q2,1.31,5.27%
Transportation Research Interdisciplinary Perspectives,TRANSP RES INTERDISC,ELSEVIER,2590-1982,2590-1982,TRANSPORTATION,ESCI,"3,665",3.9,Q2,1.27,93.68%
MATURITAS,MATURITAS,ELSEVIER IRELAND LTD,0378-5122,1873-4111,GERIATRICS & GERONTOLOGY,SCIE,"10,246",3.9,Q2,1.23,16.24%
PLANT AND SOIL,PLANT SOIL,SPRINGER,0032-079X,1573-5036,SOIL SCIENCE,SCIE,"43,090",3.9,Q2,1.17,22.04%
JOURNAL OF AIR TRANSPORT MANAGEMENT,J AIR TRANSP MANAG,ELSEVIER SCI LTD,0969-6997,1873-2089,TRANSPORTATION,SSCI,"5,406",3.9,Q2,1.14,15.96%
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,J PHOTOCH PHOTOBIO B,ELSEVIER SCIENCE SA,1011-1344,1873-2682,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"16,699",3.9,Q2,1.14,15.52%
FOOD AND CHEMICAL TOXICOLOGY,FOOD CHEM TOXICOL,PERGAMON-ELSEVIER SCIENCE LTD,0278-6915,1873-6351,FOOD SCIENCE & TECHNOLOGY,SCIE,"36,313",3.9,Q2,1.1,10.40%
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,SPRINGER,1436-3240,1436-3259,"ENGINEERING, ENVIRONMENTAL",SCIE,"6,451",3.9,Q2,1.06,16.13%
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,SPRINGER,1436-3240,1436-3259,ENVIRONMENTAL SCIENCES,SCIE,"6,451",3.9,Q2,1.06,16.13%
IEEE Transactions on Terahertz Science and Technology,IEEE T THZ SCI TECHN,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2156-342X,2156-3446,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"3,411",3.9,Q2,1.02,12.61%
IEEE Transactions on Terahertz Science and Technology,IEEE T THZ SCI TECHN,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2156-342X,2156-3446,"PHYSICS, APPLIED",SCIE,"3,411",3.9,Q2,1.02,12.61%
JOURNAL OF GEODESY,J GEODESY,SPRINGER,0949-7714,1432-1394,REMOTE SENSING,SCIE,"7,684",3.9,Q2,0.97,43.75%
PLANT MOLECULAR BIOLOGY,PLANT MOL BIOL,SPRINGER,0167-4412,1573-5028,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"16,154",3.9,Q2,0.96,16.79%
JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,J ENDOCRINOL INVEST,SPRINGER,0391-4097,1720-8386,ENDOCRINOLOGY & METABOLISM,SCIE,"8,621",3.9,Q2,0.95,38.08%
JOURNAL OF AEROSOL SCIENCE,J AEROSOL SCI,ELSEVIER SCI LTD,0021-8502,1879-1964,"ENGINEERING, CHEMICAL",SCIE,"7,950",3.9,Q2,0.91,24.30%
JOURNAL OF AEROSOL SCIENCE,J AEROSOL SCI,ELSEVIER SCI LTD,0021-8502,1879-1964,ENVIRONMENTAL SCIENCES,SCIE,"7,950",3.9,Q2,0.91,24.30%
JOURNAL OF AEROSOL SCIENCE,J AEROSOL SCI,ELSEVIER SCI LTD,0021-8502,1879-1964,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,"7,950",3.9,Q2,0.91,24.30%
World Allergy Organization Journal,WORLD ALLERGY ORGAN,ELSEVIER,1939-4551,1939-4551,ALLERGY,SCIE,"3,472",3.9,Q2,0.91,80.12%
World Allergy Organization Journal,WORLD ALLERGY ORGAN,ELSEVIER,1939-4551,1939-4551,IMMUNOLOGY,SCIE,"3,472",3.9,Q2,0.91,80.12%
BIOGEOCHEMISTRY,BIOGEOCHEMISTRY,SPRINGER,0168-2563,1573-515X,ENVIRONMENTAL SCIENCES,SCIE,"11,698",3.9,Q2,0.89,33.04%
CLINICAL AUTONOMIC RESEARCH,CLIN AUTON RES,SPRINGER HEIDELBERG,0959-9851,1619-1560,NEUROSCIENCES,SCIE,"2,201",3.9,Q2,0.87,31.45%
Journal of Cereal Science,J CEREAL SCI,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0733-5210,1095-9963,FOOD SCIENCE & TECHNOLOGY,SCIE,"12,087",3.9,Q2,0.86,8.66%
Journal of Inorganic and Organometallic Polymers and Materials,J INORG ORGANOMET P,SPRINGER,1574-1443,1574-1451,POLYMER SCIENCE,SCIE,"8,276",3.9,Q2,0.86,7.47%
MANAGEMENT INTERNATIONAL REVIEW,MANAGE INT REV,SPRINGER HEIDELBERG,0938-8249,1861-8901,MANAGEMENT,SSCI,"2,407",3.9,Q2,0.86,57.78%
Frontiers of Medicine,FRONT MED-PRC,SPRINGER,2095-0217,2095-0225,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"3,032",3.9,Q2,0.84,10.60%
Frontiers of Medicine,FRONT MED-PRC,SPRINGER,2095-0217,2095-0225,ONCOLOGY,SCIE,"3,032",3.9,Q2,0.84,10.60%
Nutrition & Metabolism,NUTR METAB,BMC,N/A,1743-7075,NUTRITION & DIETETICS,SCIE,"5,174",3.9,Q2,0.84,99.15%
Maritime Transport Research,MARIT TRANSPORT RES,ELSEVIER,2666-822X,2666-822X,TRANSPORTATION,ESCI,290,3.9,Q2,0.83,98.75%
Maritime Transport Research,MARIT TRANSPORT RES,ELSEVIER,2666-822X,2666-822X,TRANSPORTATION SCIENCE & TECHNOLOGY,ESCI,290,3.9,Q2,0.83,98.75%
APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,APPL MICROBIOL BIOT,SPRINGER,0175-7598,1432-0614,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"51,559",3.9,Q2,0.81,17.89%
Energy Ecology and Environment,ENERGY ECOL ENVIRON,SPRINGERNATURE,2363-7692,2363-8338,ENVIRONMENTAL SCIENCES,ESCI,"1,093",3.9,Q2,0.8,17.39%
PATTERN RECOGNITION LETTERS,PATTERN RECOGN LETT,ELSEVIER,0167-8655,1872-7344,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"16,779",3.9,Q2,0.79,9.10%
MITOCHONDRION,MITOCHONDRION,ELSEVIER SCI LTD,1567-7249,1872-8278,CELL BIOLOGY,SCIE,"5,195",3.9,Q2,0.78,16.90%
Lipids in Health and Disease,LIPIDS HEALTH DIS,BMC,N/A,1476-511X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"9,604",3.9,Q2,0.77,100%
Lipids in Health and Disease,LIPIDS HEALTH DIS,BMC,N/A,1476-511X,NUTRITION & DIETETICS,SCIE,"9,604",3.9,Q2,0.77,100%
ECOLOGICAL ENGINEERING,ECOL ENG,ELSEVIER,0925-8574,1872-6992,"ENGINEERING, ENVIRONMENTAL",SCIE,"21,468",3.9,Q2,0.75,15.70%
ECOLOGICAL ENGINEERING,ECOL ENG,ELSEVIER,0925-8574,1872-6992,ENVIRONMENTAL SCIENCES,SCIE,"21,468",3.9,Q2,0.75,15.70%
City and Environment Interactions,CITY ENVIRON INTERAC,ELSEVIER,2590-2520,2590-2520,ENVIRONMENTAL SCIENCES,ESCI,338,3.9,Q2,0.73,95.89%
City and Environment Interactions,CITY ENVIRON INTERAC,ELSEVIER,2590-2520,2590-2520,ENVIRONMENTAL STUDIES,ESCI,338,3.9,Q2,0.73,95.89%
City and Environment Interactions,CITY ENVIRON INTERAC,ELSEVIER,2590-2520,2590-2520,METEOROLOGY & ATMOSPHERIC SCIENCES,ESCI,338,3.9,Q2,0.73,95.89%
MOLECULAR DIVERSITY,MOL DIVERS,SPRINGER,1381-1991,1573-501X,"CHEMISTRY, APPLIED",SCIE,"3,995",3.9,Q2,0.73,8.44%
MOLECULAR DIVERSITY,MOL DIVERS,SPRINGER,1381-1991,1573-501X,"CHEMISTRY, MEDICINAL",SCIE,"3,995",3.9,Q2,0.73,8.44%
MOLECULAR DIVERSITY,MOL DIVERS,SPRINGER,1381-1991,1573-501X,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"3,995",3.9,Q2,0.73,8.44%
COMPUTERS & CHEMICAL ENGINEERING,COMPUT CHEM ENG,PERGAMON-ELSEVIER SCIENCE LTD,0098-1354,1873-4375,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"15,604",3.9,Q2,0.72,15.29%
COMPUTERS & CHEMICAL ENGINEERING,COMPUT CHEM ENG,PERGAMON-ELSEVIER SCIENCE LTD,0098-1354,1873-4375,"ENGINEERING, CHEMICAL",SCIE,"15,604",3.9,Q2,0.72,15.29%
Carbon Balance and Management,CARBON BAL MANAGE,BMC,1750-0680,1750-0680,ENVIRONMENTAL SCIENCES,SCIE,"1,109",3.9,Q2,0.66,100%
IEEE CONTROL SYSTEMS MAGAZINE,IEEE CONTR SYST MAG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1066-033X,1941-000X,AUTOMATION & CONTROL SYSTEMS,SCIE,"4,545",3.9,Q2,0.63,1.11%
Materials Science and Engineering B-Advanced Functional Solid-State Materials,MATER SCI ENG B-ADV,ELSEVIER,0921-5107,1873-4944,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"15,559",3.9,Q2,0.63,2.49%
Materials Science and Engineering B-Advanced Functional Solid-State Materials,MATER SCI ENG B-ADV,ELSEVIER,0921-5107,1873-4944,"PHYSICS, CONDENSED MATTER",SCIE,"15,559",3.9,Q2,0.63,2.49%
Molecular Catalysis,MOL CATAL,ELSEVIER,2468-8231,2468-8231,"CHEMISTRY, PHYSICAL",SCIE,"10,943",3.9,Q2,0.61,3.86%
