Position,Institution,Country/territory,Count,Share
8088,Sandoz,Switzerland,1,0.045454545
8088,Bégin Military Teaching Hospital (HIA),France,1,0.045454545
8088,Clinique de Fontaine,France,1,0.045454545
8088,Clinique du Pont De Chaume,France,1,0.045454545
8088,Spascia SAS,France,1,0.045454545
8088,The First People Hospital of Yueyang,China,1,0.045454545
8088,"Jawaharlal Nehru Technological University-Gurajada, Vizianagaram (JNTU-GV)",India,1,0.045454545
8088,Haisco,China,1,0.045454545
8088,"Seekgene Biotechnology Co., Ltd.",China,1,0.045454545
8088,Poona Hospital and Research Center,India,1,0.045454545
8088,Ruby Hall Clinic,India,1,0.045454545
8088,Biome Environmental Trust,India,1,0.045454545
8088,National Institute of Pharmaceutical Education and Research Guwahati (NIPER-Guwahati),India,1,0.045454545
8088,Vivekananda Global University (VGU),India,1,0.045454545
8088,"Anicom Specialty Medical Institute, Inc.",Japan,1,0.045454545
8088,Uttaranchal University,India,1,0.045454545
8088,New Delhi Institute of Management (NDIM),India,1,0.045454545
8088,Noida Institute of Engineering and Technology,India,1,0.045454545
8088,"Government College, Attingal",India,1,0.045454545
8088,Sona College of Technology,India,1,0.045454545
8088,Binawaluya Cardiac Center,Indonesia,1,0.045454545
8088,Hang Tuah University,Indonesia,1,0.045454545
8088,Tezukayama University,Japan,1,0.045454545
8088,International Christian University (ICU),Japan,1,0.045454545
8089,University of Wisconsin-River Falls (UWRF),United States of America (USA),4,0.045390265
8090,Groupe Hospitalier de la Région de Mulhouse et Sud Alsace (GHRMSA),France,1,0.04536862
8091,Taylor's University,Malaysia,4,0.045342676
8092,Instituto Alexander Fleming,Argentina,2,0.0453015
8093,Debre Tabor University,Ethiopia,3,0.045192355
8094,"Medical and Biological Laboratories Co., Ltd. (MBL)",Japan,2,0.045138889
8095,Qatar Whale Shark Research Project,Qatar,2,0.045092838
8096,National Hospital Organization Shibukawa Medical Center,Japan,2,0.045078577
8097,Health and Safety Executive,United Kingdom (UK),2,0.045008913
8098,Thomayer Hospital (TN),Czech Republic,4,0.045005586
8099,Bryant University,United States of America (USA),2,0.045
8100,Wuhan Sixth Hospital,China,2,0.04496124
8101,Klinik Ottakring,Austria,2,0.044892473
8102,Forevercheer,China,1,0.044871795
8103,CHU de Martinique,France,2,0.044798407
8104,Dubai Health Authority (DHA),United Arab Emirates,2,0.044795784
8105,Accelerating Medicines Partnership Program (AMP),United States of America (USA),3,0.044766294
8106,France Ministry of Higher Education and Research (MESRI),France,7,0.044758287
8106,France Universités,France,7,0.044758287
8107,Administrator of Railway Infrastructures (ADIF),Spain,2,0.044642857
8108,Zürich MedTech AG (ZMT),Switzerland,2,0.044634378
8109,Université de Mbujimayi,Democratic Republic of the Congo (DRC),2,0.044610507
8110,Wirral University Teaching Hospital NHS Foundation Trust,United Kingdom (UK),2,0.044471981
8111,Fédération Francophone de Cancérologie Digestive (FFCD),France,4,0.044466692
8112,Instituto de Pesquisas Ecológicas (IPÊ),Brazil,2,0.044459963
8113,Jade University of Applied Sciences - Wilhelmshaven/Oldenburg/Elsfleth (Jade HS),Germany,3,0.044444444
8113,HörTech gGmbH - Kompetenzzentrum für Hörgeräte-Systemtechnik,Germany,3,0.044444444
8113,Hörzentrum Oldenburg GmbH,Germany,3,0.044444444
8113,The Systems Biology Institute (SBI),Japan,1,0.044444444
8113,Iizuka Hospital,Japan,1,0.044444444
8113,The Art of Discovery (TAD),Spain,2,0.044444444
8114,Hippokration Hospital of Thessaloniki,Greece,3,0.044309262
8115,Wild Chimpanzee Foundation (WCF),Germany,1,0.044247788
8115,Vietnam National Institute of Ophthalmology (VNIO),Vietnam,1,0.044247788
8116,Centro de Aplicaciones Tecnológicas y Desarrollo Nuclear (CEADEN),Cuba,14,0.044239389
8117,Suining First People’s Hospital,China,2,0.044230769
8118,National Center for Scientific and Technological Research (CENAREST),Gabon,4,0.044189797
8119,Nanjing Nanzhi Institute of Advanced Optoelectronic Integration Technology,China,1,0.044117647
8119,Arizona Game and Fish Department,United States of America (USA),1,0.044117647
8119,International Trachoma Initiative,United States of America (USA),1,0.044117647
8119,Diabetes and Endocrine Treatment Specialists,United States of America (USA),1,0.044117647
8119,PENTA Foundation,Italy,1,0.044117647
8119,Xinmi Hospital of Traditional Chinese Medicine,China,1,0.044117647
8119,Benxi Jinshan Hospital,China,1,0.044117647
8119,Hunchun People's Hospital,China,1,0.044117647
8119,"Fengxian People's Hospital, Jiangsu",China,1,0.044117647
8119,Gongyi City People's Hospital,China,1,0.044117647
8119,People's Hospital of Emin County,China,1,0.044117647
8119,People's Hospital of Xinmin City,China,1,0.044117647
8120,Wojewódzki Szpital Zespolony im. L. Rydygiera w Toruniu,Poland,2,0.044047619
8120,Algarve Biomedical Center (ABC),Portugal,2,0.044047619
8121,Groupe Hospitalier de l'Institut Catholique de Lille (GHICL),France,2,0.043867925
8122,STOmics Tech Co. Ltd.,China,1,0.043859649
8122,Innovation Research Institute in Advanced Electronic Chemicals of Quzhou,China,1,0.043859649
8123,All India Institute of Medical Sciences - Bilaspur (AIIMS Bilaspur),India,3,0.043671812
8124,"ACT Environment, Planning and Sustainable Development Directorate",Australia,1,0.043650794
8125,St. Joseph's/Candler (SJ/C),United States of America (USA),2,0.043595679
8126,NHS Ayrshire and Arran (NHSAA),United Kingdom (UK),1,0.043560606
8126,Complexo Hospitalario Universitario de Ourense (CHUO),Spain,1,0.043560606
8127,Center for Infectious Disease Research (CIDR),United States of America (USA),2,0.043486664
8128,Siun Sote—the Joint Municipal Authority for North Karelia Social and Health Services,Finland,3,0.043486074
8129,South Simcoe Cardiac Services,Canada,1,0.043478261
8129,non-affiliated author contributions,Estonia,1,0.043478261
8129,European Association for Cardio-Thoracic Surgery (EACTS),United Kingdom (UK),1,0.043478261
8129,Wildfowl and Wetlands Trust (WWT),United Kingdom (UK),1,0.043478261
8129,Welsh Ambulance Services University NHS Trust,United Kingdom (UK),1,0.043478261
8129,South East Coast Ambulance Service NHS Foundation Trust,United Kingdom (UK),1,0.043478261
8129,North East Ambulance Service NHS Foundation Trust,United Kingdom (UK),1,0.043478261
8129,East of England Ambulance Service NHS Trust,United Kingdom (UK),1,0.043478261
8129,Devon Air Ambulance,United Kingdom (UK),1,0.043478261
8129,Medacta International SA,Switzerland,1,0.043478261
8129,Tumor- and Breast Center ZeTuP,Switzerland,1,0.043478261
8129,Peptomyc S.L.,Spain,1,0.043478261
8129,V.A. Nasonova Research Institute of Rheumatology,Russia,1,0.043478261
8129,Ragnar Frisch Centre for Economic Research,Norway,1,0.043478261
8129,Orion Statistical Consulting BV,Netherlands,1,0.043478261
8129,Sarcoidose.nl,Netherlands,1,0.043478261
8129,MVZ Martinsried GmbH,Germany,1,0.043478261
8129,Johanniter GmbH,Germany,1,0.043478261
8129,Klinikum Lippe GmbH,Germany,1,0.043478261
8129,IDEXX Laboratories,Germany,1,0.043478261
8129,Evangelisches Krankenhaus Göttingen-Weende,Germany,1,0.043478261
8129,Kardiologe Dr. Markus Knapp,Germany,1,0.043478261
8129,MVZ Pathology Bethesda,Germany,1,0.043478261
8129,MVZ Pathology and Cytology Rhein-Sieg,Germany,1,0.043478261
8129,Direction de la Culture et du Patrimoine Puna'auia,France,1,0.043478261
8129,Kansas City University,United States of America (USA),1,0.043478261
8129,Mary Bird Perkins Cancer Center,United States of America (USA),1,0.043478261
8129,Republican Phthisiological Hospital No. 2,Uzbekistan,1,0.043478261
8129,Red Crescent Institute of Cardiology,Pakistan,1,0.043478261
8129,Punjab Institute of Cardiology (PIC),Pakistan,1,0.043478261
8129,Hillel Yaffe Medical Center,Israel,1,0.043478261
8129,Ono Academic College,Israel,1,0.043478261
8129,Clínica San Juan Bautista,Peru,1,0.043478261
8129,Instituto de Ginecología y Reproducción,Peru,1,0.043478261
8129,DOM Centro de Reumatología,Argentina,1,0.043478261
8129,"REMD Biotherapeutics, Inc.",United States of America (USA),1,0.043478261
8129,St. Anthony Hospital,United States of America (USA),1,0.043478261
8129,"BWX Technologies, Inc.",United States of America (USA),1,0.043478261
8129,Centro de Investigación y Tratamiento Reumatológico SC,Mexico,1,0.043478261
8129,Stasys Medical,United States of America (USA),1,0.043478261
8129,Highlands Oncology,United States of America (USA),1,0.043478261
8129,Connecticut Skin Institute,United States of America (USA),1,0.043478261
8129,Crouse Health,United States of America (USA),1,0.043478261
8129,Clinical Research Prime,United States of America (USA),1,0.043478261
8129,Roanoke Heart Institute,United States of America (USA),1,0.043478261
8129,Arkansas Heart Hospital,United States of America (USA),1,0.043478261
8129,Central Florida Heart Center,United States of America (USA),1,0.043478261
8129,Spot Biosystems Ltd.,United States of America (USA),1,0.043478261
8129,Lindonlight Collective,United States of America (USA),1,0.043478261
8129,La Jolla Bioengineering Institute (LJBI),United States of America (USA),1,0.043478261
8129,Universidad Autónoma de Ciudad Juárez (UACJ),Mexico,1,0.043478261
8129,Chongqing Genrix Biopharmaceutical Co Ltd.,China,1,0.043478261
8129,Fifth People's Hospital of Shenyang,China,1,0.043478261
8129,First Municipal People Hospital of Shaoguan,China,1,0.043478261
8129,The Second Hospital of Liwan District of Guangzhou,China,1,0.043478261
8129,Wengyuan County People's Hospital,China,1,0.043478261
8129,Shaanxi Techshake Biotechnology,China,1,0.043478261
8129,Genechem,China,1,0.043478261
8129,The First Hospital of Hohhot,China,1,0.043478261
8129,Anji People's Hospital,China,1,0.043478261
8129,National Blood Transfusion Centre (CNTS),Côte d'Ivoire,1,0.043478261
8129,Yongjia People's Hospital,China,1,0.043478261
8129,Botou City Hospita,China,1,0.043478261
8129,Xi'an Angel Women's and Children's Hospital,China,1,0.043478261
8129,Guangzhou Kapok Medical Group,China,1,0.043478261
8129,Ohme,Belgium,1,0.043478261
8129,Jiaxiang Animal Husbandry and Veterinary Development Center,China,1,0.043478261
8129,Gannan Academy of Sciences,China,1,0.043478261
8129,"Liaoning Province Liaoning Cashmere Goat Original Breeding Farm Co., Ltd.",China,1,0.043478261
8129,Modern Agricultural Production Base Construction Engineering Center of Liaoning Province,China,1,0.043478261
8129,Xuzhou Municipal Hospital,China,1,0.043478261
8129,Keystone Academy,China,1,0.043478261
8129,National Microbiology Reference Laboratory,Zimbabwe,1,0.043478261
8129,Newlands Clinic,Zimbabwe,1,0.043478261
8129,National Center for Researches (NCR),Sudan,1,0.043478261
8129,Josha Research,South Africa,1,0.043478261
8129,Bio and Emerging Technology Institute (BETin),Ethiopia,1,0.043478261
8129,AZ Jan Palfijn Gent,Belgium,1,0.043478261
8129,Shenzhen Pregene Biopharma Co. Ltd.,China,1,0.043478261
8129,Xishan People's Hospital of Wuxi City,China,1,0.043478261
8129,Southern Institute of Social Siences - SISS,Vietnam,1,0.043478261
8129,Three Monkeys Wildlife Conservancy,Vietnam,1,0.043478261
8129,JB Lab,South Korea,1,0.043478261
8129,Pan-United,Singapore,1,0.043478261
8129,BioArch South,New Zealand,1,0.043478261
8129,Kure Kyosai Hospital,Japan,1,0.043478261
8129,Miyoshi Central Hospital,Japan,1,0.043478261
8129,Hiroshima City North Medical Center Asa Citizens Hospital,Japan,1,0.043478261
8129,Chugoku Rosai Hospital,Japan,1,0.043478261
8129,Kishiwada City Hospital,Japan,1,0.043478261
8129,Hyogo Prefectural Amagasaki General Medical Center (Hyogo AGMC),Japan,1,0.043478261
8129,Izumi City General Hospital,Japan,1,0.043478261
8129,Shaoxing Central Hospital,China,1,0.043478261
8129,Dingsishan Site Museum,China,1,0.043478261
8129,Institute of Cultural Relics and Archaeology of Hunan Province,China,1,0.043478261
8129,Yulin Community Health Service Center,China,1,0.043478261
8129,Sonam Norbu Memorial Hospital,India,1,0.043478261
8129,Pusat Penelitian Arkeologi Nasional (ARKENAS),Indonesia,1,0.043478261
8129,Center for Prehistory and Austronesian Studies (CPAS),Indonesia,1,0.043478261
8129,Jayawijaya Culture and Tourism Office,Indonesia,1,0.043478261
8129,Fukuoka Wajiro Hospital,Japan,1,0.043478261
8129,Sasebo Kyosai Hospital,Japan,1,0.043478261
8129,Kobe Minimally Invasive Cancer Center,Japan,1,0.043478261
8130,Universidade Nilton Lins,Brazil,2,0.043417367
8131,John Paul II Hospital,Poland,2,0.043216374
8132,Altrecht,Netherlands,4,0.04317449
8133,The Second Hospital of Jingzhou,China,2,0.043154762
8134,"Department of National Parks, Wildlife and Plant Conservation (DNP)",Thailand,2,0.043069833
8135,Latvia University of Life Sciences and Technologies (LLU),Latvia,3,0.043046309
8136,Uneos Groupe Hospitalier Associatif,France,2,0.042882405
8137,Hospital Dr. Ernesto Torres Galdames,Chile,1,0.042857143
8137,Austrian Drug Screening Institute GmbH (ADSI),Austria,1,0.042857143
8137,Hospital Clínico Regional Dr Guillermo Grant Benavente,Chile,1,0.042857143
8137,Fundación Mexicana para la Salud (FUNSALUD),Mexico,1,0.042857143
8137,The Madras Medical Mission (MMM),India,1,0.042857143
8137,La Isla Network,United States of America (USA),1,0.042857143
8138,Academy of Scientific Research and Technology (ASRT),Egypt,47,0.042840739
8139,CSIR College of Science and Technology,Ghana,2,0.042663219
8140,DuPont,United States of America (USA),2,0.042613636
8141,Banadir Hospital,Somalia,1,0.042553191
8141,Bijie No.1 Hospital,China,1,0.042553191
8141,TropIQ Health Sciences,Netherlands,1,0.042553191
8142,Eskenazi Health,United States of America (USA),2,0.04254386
8143,Konya City Hospital,Turkey,2,0.042498152
8144,Leibniz Supercomputing Centre (LRZ),Germany,13,0.04237824
8145,Hospital Roberto del Rio,Chile,1,0.042372881
8146,Institute of Innovative Technologies (EMAG),Poland,9,0.042367372
8146,Institute of Logistics and Warehousing (ILiM),Poland,9,0.042367372
8146,Institute of Electron Technology (ITE),Poland,9,0.042367372
8146,Textile Research Institute,Poland,9,0.042367372
8146,Institute of Electronic Materials Technology (ITME),Poland,9,0.042367372
8146,Wood Technology Institute (ITD),Poland,9,0.042367372
8146,Institute of Leather Industry (IPS),Poland,9,0.042367372
8146,Institute of Biopolymers and Chemical Fibres,Poland,9,0.042367372
8146,Packaging Research Institute (COBRO),Poland,9,0.042367372
8146,Institute of Biopolymers and Chemical Fibres (IIMPiB),Poland,9,0.042367372
8146,Foundry Research Institute (IOd),Poland,9,0.042367372
8146,Metal Forming Institute (INOP),Poland,9,0.042367372
8146,Institute of Mechanised Construction and Rock Mining (IMBiGS),Poland,9,0.042367372
8146,Institute of Precision Mechanics (IMP),Poland,9,0.042367372
8146,Institute of Welding,Poland,9,0.042367372
8146,Stanislaw Staszic Institute for Ferrous Metallurgy (IMZ),Poland,9,0.042367372
8146,Institute of Ceramics and Building Materials (ICIMB),Poland,9,0.042367372
8146,Institute of Advanced Manufacturing Technology (IOS),Poland,9,0.042367372
8146,Industrial Research Institute for Automation and Measurements (PIAP),Poland,9,0.042367372
8146,Tele and Radio Research Institute (ITR),Poland,9,0.042367372
8146,Institute of Aviation,Poland,9,0.042367372
8146,Institute of Electrical Engineering (IEL),Poland,9,0.042367372
8146,Institute of Electrical Drives and Machines (KOMEL),Poland,9,0.042367372
8146,Rail Vehicles Institute (TABOR),Poland,9,0.042367372
8146,Institute for Sustainable Technologies (ITEE),Poland,9,0.042367372
8146,Automotive Industry Institute (PIMOT),Poland,9,0.042367372
8146,Industrial Institute of Agricultural Engineering (PIMR),Poland,9,0.042367372
8146,Pharmaceutical Research Institute (PRI),Poland,9,0.042367372
8146,Institute of Organisation and Management in Industry (ORGMASZ),Poland,9,0.042367372
8146,New Chemical Syntheses Institute (INS),Poland,9,0.042367372
8146,"Institute of Heavy Organic Synthesis ""Blachownia"" (ISCO)",Poland,9,0.042367372
8146,Industrial Chemistry Research Institute (ICRI),Poland,9,0.042367372
8146,Institute of Industrial Organic Chemistry (IPO),Poland,9,0.042367372
8146,Institute of Medical Technology and Equipment (ITAM),Poland,9,0.042367372
8146,Poland Ministry of Economy,Poland,9,0.042367372
8146,Maksymilian Pluta Institute of Applied Optics (INOS),Poland,9,0.042367372
8147,Anhembi Morumbi University,Brazil,2,0.042357752
8148,Autonomous University of Queretaro (UAQ),Mexico,2,0.042336802
8149,Touro College of Osteopathic Medicine (TouroCOM),United States of America (USA),2,0.042323697
8150,Northern Finland Laboratory Centre (NordLab),Finland,3,0.04228039
8151,National Institute for Biotechnology and Genetic Engineering (NIBGE),Pakistan,4,0.041977352
8152,Salahaddin University-Erbil,Iraq,4,0.041919715
8153,Mid-Michigan District Health Department,United States of America (USA),2,0.041911765
8153,Benton-Franklin Health District,United States of America (USA),2,0.041911765
8154,Clinical Centre of Serbia,Serbia,4,0.041786822
8155,Pathos,United States of America (USA),2,0.041732909
8156,Canadian Armed Forces,Canada,1,0.041666667
8156,Zymedyne Therapeutics,Canada,1,0.041666667
8156,Marius Nasta Institute of Pneumology,Romania,1,0.041666667
8156,Arkhangelsk Regional Clinical Oncology Dispensary,Russia,1,0.041666667
8156,Russian Scientific Center of Roentgen Radiology (RSCRR),Russia,1,0.041666667
8156,Moscow Central Clinical Hospital,Russia,1,0.041666667
8156,Association for Technical Culture of Slovenia (ATCS),Slovenia,1,0.041666667
8156,Mlarsjukhuset,Sweden,1,0.041666667
8156,GeNeuro SA,Switzerland,1,0.041666667
8156,World Heart Federation,Switzerland,1,0.041666667
8156,National Technical University of Ukraine - Igor Sikorsky Kyiv Polytechnic Institute (NTUU KPI),Ukraine,1,0.041666667
8156,Lviv Regional Oncology Dispensary,Ukraine,1,0.041666667
8156,Save the Rhino International (SRI),United Kingdom (UK),1,0.041666667
8156,TRACE Wildlife Forensics Network,United Kingdom (UK),1,0.041666667
8156,Solarever Tecnología de América S.A. de C.V.,Mexico,1,0.041666667
8156,Oklahoma Cancer Specialists and Research Institute (OCSRI),United States of America (USA),1,0.041666667
8156,"Urology Associates of Grand Rapids, PC",United States of America (USA),1,0.041666667
8156,Michigan Urological Clinic,United States of America (USA),1,0.041666667
8156,Urologic Consultants P.C,United States of America (USA),1,0.041666667
8156,"Restoring Health Ministries, Inc.",United States of America (USA),1,0.041666667
8156,RILITE Foundation,United States of America (USA),1,0.041666667
8156,University of Missouri System,United States of America (USA),1,0.041666667
8156,Invenio Imaging Inc.,United States of America (USA),1,0.041666667
8156,Riverside Research,United States of America (USA),1,0.041666667
8156,France BioImaging,France,1,0.041666667
8156,The House Institute Foundation,United States of America (USA),1,0.041666667
8156,Stiftung Endometrioseforschung (SEF),Germany,1,0.041666667
8156,Naval Group SA,France,1,0.041666667
8156,BMW Group,Germany,1,0.041666667
8156,Bezirk Oberbayern,Germany,1,0.041666667
8156,Gesellschaft für Materialprüfung und Geophysik mbH (GMUG),Germany,1,0.041666667
8156,Florence Nightingale Hospital,Germany,1,0.041666667
8156,LVR-University-Hospital Essen,Germany,1,0.041666667
8156,Bright Giant,Germany,1,0.041666667
8156,Children's Hospital Wilhelmstift,Germany,1,0.041666667
8156,Klinikums Aschaffenburg,Germany,1,0.041666667
8156,Oberschwabenklinik gGmbH,Germany,1,0.041666667
8156,Krankenhaus St. Elisabeth Damme,Germany,1,0.041666667
8156,Ginemed Porto,Portugal,1,0.041666667
8156,ELGO-DIMITRA,Greece,1,0.041666667
8156,National Laboratory of Pharmaceutical Research and Development’s (PharmaLab),Hungary,1,0.041666667
8156,Optilab Kft,Hungary,1,0.041666667
8156,Fondazione Italiana Fegato (FIF),Italy,1,0.041666667
8156,“Blue Italian Growth ” National Technology Cluster (BIG-TC),Italy,1,0.041666667
8156,Tiofarma BV,Netherlands,1,0.041666667
8156,Medid Consultancy B.V.,Netherlands,1,0.041666667
8156,REV Ocean,Norway,1,0.041666667
8156,City of Oslo Health Agency,Norway,1,0.041666667
8156,Białostockie Centrum Onkologii im. Marii Skłodowskiej-Curie,Poland,1,0.041666667
8156,Associação Protectora dos Diabéticos de Portugal (APDP),Portugal,1,0.041666667
8156,Oracle Corporation,United States of America (USA),1,0.041666667
8156,"Cambridge Isotope Laboratories, Inc.",United States of America (USA),1,0.041666667
8156,National Research Council,United States of America (USA),1,0.041666667
8156,The Land Institute,United States of America (USA),1,0.041666667
8156,Association for Tropical Biology and Conservation (ATBC),United States of America (USA),1,0.041666667
8156,Quinniplac University,United States of America (USA),1,0.041666667
8156,San Carlos Apache Tribe,United States of America (USA),1,0.041666667
8156,Kairos Aerospace,United States of America (USA),1,0.041666667
8156,Build Health International,United States of America (USA),1,0.041666667
8156,Databrew,United States of America (USA),1,0.041666667
8156,Red Cliff Band of Lake Superior Chippewa,United States of America (USA),1,0.041666667
8156,Fond du Lac Cultural Center and Museum,United States of America (USA),1,0.041666667
8156,Tahoe Therapeutics,United States of America (USA),1,0.041666667
8156,Medical City Dallas Hospital,United States of America (USA),1,0.041666667
8156,Senders Pediatrics,United States of America (USA),1,0.041666667
8156,Public Health Madison & Dane County,United States of America (USA),1,0.041666667
8156,Instituto de Oncologia do Paraná,Brazil,1,0.041666667
8156,Faculty of Medicine of ABC (FMABC),Brazil,1,0.041666667
8156,Sister Dulce Social Works (OSID),Brazil,1,0.041666667
8156,Universidad Politécnica Salesiana (UPS),Ecuador,1,0.041666667
8156,Valiasr Hospital,Iran,1,0.041666667
8156,Israel Defense Forces,Israel,1,0.041666667
8156,Ramat Gan Academic College,Israel,1,0.041666667
8156,Naif Arab University for Security Sciences (NAUSS),Saudi Arabia,1,0.041666667
8156,RENECO Wildlife Consultants LLC,United Arab Emirates,1,0.041666667
8156,PACT and Health LLC,United States of America (USA),1,0.041666667
8156,Uvalde Memorial Hospital,United States of America (USA),1,0.041666667
8156,Kadlec Regional Medical Center,United States of America (USA),1,0.041666667
8156,"Cytek Biosciences, Inc.",United States of America (USA),1,0.041666667
8156,Kelsey-Seybold Clinic,United States of America (USA),1,0.041666667
8156,First Excellent Research Group LLC,United States of America (USA),1,0.041666667
8156,IMIC Inc.,United States of America (USA),1,0.041666667
8156,Visionary Investigators Network (VIN),United States of America (USA),1,0.041666667
8156,"Adaptive Plus, LLC",United States of America (USA),1,0.041666667
8156,Cherokee Nation Health Services (CNHS),United States of America (USA),1,0.041666667
8156,Buckley Group Enterprises,United States of America (USA),1,0.041666667
8156,Carondelet St. Mary's Hospital,United States of America (USA),1,0.041666667
8156,"Chaperone Ventures, LLC",United States of America (USA),1,0.041666667
8156,"Faraday, Inc.",United States of America (USA),1,0.041666667
8156,"Fort Wayne Dermatology Consultants, Inc.",United States of America (USA),1,0.041666667
8156,Black and Veatch Corporation,United States of America (USA),1,0.041666667
8156,FOXG1 Research Foundation,United States of America (USA),1,0.041666667
8156,Accelerated Muscle Biotechnologies Consultants,United States of America (USA),1,0.041666667
8156,Museum at Prairiefire,United States of America (USA),1,0.041666667
8156,Minnesota Eye Consultants,United States of America (USA),1,0.041666667
8156,Connecting Health Innovations LLC,United States of America (USA),1,0.041666667
8156,Project Drawdown,United States of America (USA),1,0.041666667
8156,Prime Revival Research Institute,United States of America (USA),1,0.041666667
8156,Wuhu Fourth People's Hospital,China,1,0.041666667
8156,Hong Kong Eye Hospital,China,1,0.041666667
8156,Mental Health Center of Shandong Province,China,1,0.041666667
8156,Beijing Puhua International Hospital,China,1,0.041666667
8156,Fuzhou Neuro-Psychiatric Hospital,China,1,0.041666667
8156,"Tianjin Mogenetics Biotech Co., Ltd.",China,1,0.041666667
8156,"Zhengzhou Yufang Environmental Protection Technology Co., Ltd.",China,1,0.041666667
8156,Conch Venture,China,1,0.041666667
8156,"Guangdong Yuehai Water Investment Co., Ltd.",China,1,0.041666667
8156,Weifang No. 2 People's Hospital,China,1,0.041666667
8156,Greater Bay Area National Center of Technology Innovation,China,1,0.041666667
8156,Suzhou Grand Energy Technology Co. Ltd,China,1,0.041666667
8156,"Shanghai Upper Bio-Tech Pharma Co., Ltd.",China,1,0.041666667
8156,"Hangzhou FasTech Biotechnology Co., Ltd.",China,1,0.041666667
8156,Jiangsu Provincial Institute of Sports and Health,China,1,0.041666667
8156,Yingkou Institute of Technology,China,1,0.041666667
8156,BioGeometry,China,1,0.041666667
8156,Qingdao Eighth People's Hospital,China,1,0.041666667
8156,Sanan Semiconductor,China,1,0.041666667
8156,"Guangdong Banggu Chemistry Technology Co., Ltd.",China,1,0.041666667
8156,Shandong Experimental High School,China,1,0.041666667
8156,Alpha ESS,China,1,0.041666667
8156,Zhengzhou Police University,China,1,0.041666667
8156,"Hangzhou Chase Magnetics Co., Ltd.",China,1,0.041666667
8156,"Guangdong Choicore Optoelectronics Co., Ltd.",China,1,0.041666667
8156,Jiangsu Xitai Ecological Environment Technology Research Institute,China,1,0.041666667
8156,Klaserie Private Nature Reserve,South Africa,1,0.041666667
8156,dxlabs LLC,Estonia,1,0.041666667
8156,Veolia Environnement S.A.,France,1,0.041666667
8156,"Grifols, S.A.",Spain,1,0.041666667
8156,Ecole Nationale Supérieure d'Hydraulique (ENSH),Algeria,1,0.041666667
8156,Mansoura National University,Egypt,1,0.041666667
8156,Kenya Meteorological Department,Kenya,1,0.041666667
8156,Karingani Private Nature Reserve,Mozambique,1,0.041666667
8156,Sabie Game Reserve (SGR),South Africa,1,0.041666667
8156,Manyeleti Nature Reserve,South Africa,1,0.041666667
8156,Balule Nature Reserve,South Africa,1,0.041666667
8156,Timbavati Private Nature Reserve,South Africa,1,0.041666667
8156,Rockwool Foundation Interventions Unit,Denmark,1,0.041666667
8156,Umbabat Private Nature Reserve,South Africa,1,0.041666667
8156,Thornybush Private Nature Reserve,South Africa,1,0.041666667
8156,Cairnmillar Institute (CMI),Australia,1,0.041666667
8156,Keogh Institute for Medical Research,Australia,1,0.041666667
8156,The Analytical Edge,Australia,1,0.041666667
8156,Cerebral Palsy Alliance,Australia,1,0.041666667
8156,Australian Diabetes Society (ADS),Australia,1,0.041666667
8156,National Economic and Technological Development Zones,China,1,0.041666667
8156,Linfen People’s Hospital,China,1,0.041666667
8156,Lvliang People's Hospital,China,1,0.041666667
8156,Wenshui County People's Hospital,China,1,0.041666667
8156,Institute of Korean Insect Life,South Korea,1,0.041666667
8156,VIT Bhopal University,India,1,0.041666667
8156,Pertamina University,Indonesia,1,0.041666667
8156,Osaka Kawasaki Rehabilitation University,Japan,1,0.041666667
8156,Kawaguchi Kyupora Rehabilitation Hospital,Japan,1,0.041666667
8156,Ibaraki Prefectural University of Health Sciences (IPU),Japan,1,0.041666667
8156,Kitakyushu City Hospital Organization,Japan,1,0.041666667
8156,Sapporo Sousei East Clinic,Japan,1,0.041666667
8156,Shijonawate Gakuen University,Japan,1,0.041666667
8156,Bell Land General Hospital,Japan,1,0.041666667
8156,Sagara Hospital,Japan,1,0.041666667
8156,Fukui Aiiku Hospital,Japan,1,0.041666667
8156,"Weihai Kingfull Electronics Co.,Ltd",China,1,0.041666667
8156,D&D Pharmatech,South Korea,1,0.041666667
8156,"Gemcro, Inc.",South Korea,1,0.041666667
8156,Graphene Square Inc. (GSI),South Korea,1,0.041666667
8156,ON NANOBIOLAB Inc.,South Korea,1,0.041666667
8156,"The National Academy of Sciences, Republic of Korea (The NAS)",South Korea,1,0.041666667
8156,ImmuPharma PLC,United Kingdom (UK),1,0.041666667
8156,Sweco AB,Sweden,1,0.041666667
8156,Landeskrankenhaus Villach (LKH Villach),Austria,1,0.041666667
8156,Ecological Services,Czech Republic,1,0.041666667
8156,Fur Museum,Denmark,1,0.041666667
8156,Combotope Therapeutics ApS,Denmark,1,0.041666667
8156,The People's Hospital of Danyang,China,1,0.041666667
8156,Shanghai Zhongqiao Vocational and Technical University,China,1,0.041666667
8156,"Shanghai SodaEn New Energy Technology Co., Ltd.",China,1,0.041666667
8156,Henan Zhitong Optoelectronics,China,1,0.041666667
8156,Kunming Traditional Chinese Medicine Hospital,China,1,0.041666667
8156,Zhenjiang Hospital of Chinese Traditional and Western Medicine,China,1,0.041666667
8156,MNR Observation Research Station of Land Ecology and Land Use in the Yangtze River Delta,China,1,0.041666667
8156,"Vispek Tech Co., Ltd.",China,1,0.041666667
