Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of Citable OA
Applied Research in Quality of Life,APPL RES QUAL LIFE,SPRINGER,1871-2584,1871-2576,"SOCIAL SCIENCES, INTERDISCIPLINARY",SSCI,"2,421",3.4,Q1,1.79,24.94%
International Environmental Agreements-Politics Law and Economics,INT ENVIRON AGREEM-P,SPRINGER,1567-9764,1573-1553,ECONOMICS,SSCI,"1,622",3.4,Q2,1.59,45.30%
International Environmental Agreements-Politics Law and Economics,INT ENVIRON AGREEM-P,SPRINGER,1567-9764,1573-1553,ENVIRONMENTAL STUDIES,SSCI,"1,622",3.4,Q2,1.59,45.30%
International Environmental Agreements-Politics Law and Economics,INT ENVIRON AGREEM-P,SPRINGER,1567-9764,1573-1553,LAW,SSCI,"1,622",3.4,Q1,1.59,45.30%
International Environmental Agreements-Politics Law and Economics,INT ENVIRON AGREEM-P,SPRINGER,1567-9764,1573-1553,POLITICAL SCIENCE,SSCI,"1,622",3.4,Q1,1.59,45.30%
Journal of Otolaryngology-Head & Neck Surgery,J OTOLARYNGOL-HEAD N,BMC,1916-0216,1916-0216,OTORHINOLARYNGOLOGY,SCIE,"2,717",3.4,Q1,1.51,100%
EXPERIMENTAL EYE RESEARCH,EXP EYE RES,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0014-4835,1096-0007,OPHTHALMOLOGY,SCIE,"15,905",3.4,Q2,1.47,20.60%
Porcine Health Management,PORCINE HEALTH MANAG,BMC,N/A,2055-5660,VETERINARY SCIENCES,SCIE,923,3.4,Q1,1.44,98.68%
Clinical Oral Investigations,CLIN ORAL INVEST,SPRINGER HEIDELBERG,1432-6981,1436-3771,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,"13,908",3.4,Q2,1.38,27.19%
PSYCHOLOGY OF SPORT AND EXERCISE,PSYCHOL SPORT EXERC,ELSEVIER,1469-0292,1878-5476,"HOSPITALITY, LEISURE, SPORT & TOURISM",SSCI,"8,281",3.4,Q3,1.21,18.51%
PSYCHOLOGY OF SPORT AND EXERCISE,PSYCHOL SPORT EXERC,ELSEVIER,1469-0292,1878-5476,PSYCHOLOGY,SCIE,"8,281",3.4,Q2,1.21,18.51%
PSYCHOLOGY OF SPORT AND EXERCISE,PSYCHOL SPORT EXERC,ELSEVIER,1469-0292,1878-5476,"PSYCHOLOGY, APPLIED",SSCI,"8,281",3.4,Q2,1.21,18.51%
PSYCHOLOGY OF SPORT AND EXERCISE,PSYCHOL SPORT EXERC,ELSEVIER,1469-0292,1878-5476,SPORT SCIENCES,SCIE,"8,281",3.4,Q1,1.21,18.51%
APPLIED ACOUSTICS,APPL ACOUST,ELSEVIER SCI LTD,0003-682X,1872-910X,ACOUSTICS,SCIE,"13,150",3.4,Q1,1.18,8.95%
WOOD SCIENCE AND TECHNOLOGY,WOOD SCI TECHNOL,SPRINGER,0043-7719,1432-5225,FORESTRY,SCIE,"5,167",3.4,Q1,1.13,21.58%
WOOD SCIENCE AND TECHNOLOGY,WOOD SCI TECHNOL,SPRINGER,0043-7719,1432-5225,"MATERIALS SCIENCE, PAPER & WOOD",SCIE,"5,167",3.4,Q1,1.13,21.58%
Cognition,COGNITION,ELSEVIER,0010-0277,1873-7838,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"21,592",3.4,Q2,1.09,33.47%
WORLD JOURNAL OF UROLOGY,WORLD J UROL,SPRINGER,0724-4983,1433-8726,UROLOGY & NEPHROLOGY,SCIE,"9,842",3.4,Q2,1.08,20.26%
QUARTERLY REVIEW OF ECONOMICS AND FINANCE,Q REV ECON FINANC,ELSEVIER SCIENCE INC,1062-9769,1878-4259,ECONOMICS,SSCI,"3,348",3.4,Q2,1.06,6.85%
REGULATORY TOXICOLOGY AND PHARMACOLOGY,REGUL TOXICOL PHARM,ACADEMIC PRESS INC ELSEVIER SCIENCE,0273-2300,1096-0295,"MEDICINE, LEGAL",SCIE,"10,157",3.4,Q1,1.04,40.43%
REGULATORY TOXICOLOGY AND PHARMACOLOGY,REGUL TOXICOL PHARM,ACADEMIC PRESS INC ELSEVIER SCIENCE,0273-2300,1096-0295,PHARMACOLOGY & PHARMACY,SCIE,"10,157",3.4,Q2,1.04,40.43%
REGULATORY TOXICOLOGY AND PHARMACOLOGY,REGUL TOXICOL PHARM,ACADEMIC PRESS INC ELSEVIER SCIENCE,0273-2300,1096-0295,TOXICOLOGY,SCIE,"10,157",3.4,Q2,1.04,40.43%
NEUROTOXICOLOGY,NEUROTOXICOLOGY,ELSEVIER,0161-813X,1872-9711,NEUROSCIENCES,SCIE,"8,132",3.4,Q2,1,17.82%
NEUROTOXICOLOGY,NEUROTOXICOLOGY,ELSEVIER,0161-813X,1872-9711,PHARMACOLOGY & PHARMACY,SCIE,"8,132",3.4,Q2,1,17.82%
NEUROTOXICOLOGY,NEUROTOXICOLOGY,ELSEVIER,0161-813X,1872-9711,TOXICOLOGY,SCIE,"8,132",3.4,Q2,1,17.82%
Dermatology and Therapy,DERMATOLOGY THER,ADIS INT LTD,2193-8210,2190-9172,DERMATOLOGY,SCIE,"2,094",3.4,Q2,0.99,99.20%
JOURNAL OF NEPHROLOGY,J NEPHROL,SPRINGER HEIDELBERG,1121-8428,1724-6059,UROLOGY & NEPHROLOGY,SCIE,"4,580",3.4,Q2,0.99,27.37%
APPLIED GEOCHEMISTRY,APPL GEOCHEM,PERGAMON-ELSEVIER SCIENCE LTD,0883-2927,1872-9134,GEOCHEMISTRY & GEOPHYSICS,SCIE,"15,939",3.4,Q2,0.95,21.02%
PROCEEDINGS OF THE COMBUSTION INSTITUTE,P COMBUST INST,ELSEVIER SCIENCE INC,1540-7489,1873-2704,ENERGY & FUELS,SCIE,"16,383",3.4,Q3,0.95,29.67%
PROCEEDINGS OF THE COMBUSTION INSTITUTE,P COMBUST INST,ELSEVIER SCIENCE INC,1540-7489,1873-2704,"ENGINEERING, CHEMICAL",SCIE,"16,383",3.4,Q2,0.95,29.67%
PROCEEDINGS OF THE COMBUSTION INSTITUTE,P COMBUST INST,ELSEVIER SCIENCE INC,1540-7489,1873-2704,"ENGINEERING, MECHANICAL",SCIE,"16,383",3.4,Q2,0.95,29.67%
PROCEEDINGS OF THE COMBUSTION INSTITUTE,P COMBUST INST,ELSEVIER SCIENCE INC,1540-7489,1873-2704,THERMODYNAMICS,SCIE,"16,383",3.4,Q2,0.95,29.67%
Journal of Pharmaceutical and Biomedical Analysis,J PHARMACEUT BIOMED,ELSEVIER,0731-7085,1873-264X,"CHEMISTRY, ANALYTICAL",SCIE,"25,072",3.4,Q2,0.91,9.38%
Journal of Pharmaceutical and Biomedical Analysis,J PHARMACEUT BIOMED,ELSEVIER,0731-7085,1873-264X,PHARMACOLOGY & PHARMACY,SCIE,"25,072",3.4,Q2,0.91,9.38%
PSYCHOPHARMACOLOGY,PSYCHOPHARMACOLOGY,SPRINGER,0033-3158,1432-2072,NEUROSCIENCES,SCIE,"22,687",3.4,Q2,0.91,21.66%
PSYCHOPHARMACOLOGY,PSYCHOPHARMACOLOGY,SPRINGER,0033-3158,1432-2072,PHARMACOLOGY & PHARMACY,SCIE,"22,687",3.4,Q2,0.91,21.66%
PSYCHOPHARMACOLOGY,PSYCHOPHARMACOLOGY,SPRINGER,0033-3158,1432-2072,PSYCHIATRY,SCIE,"22,687",3.4,Q3,0.91,21.66%
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,J PHYSIOL BIOCHEM,SPRINGER,1138-7548,1877-8755,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"2,601",3.4,Q3,0.9,12.44%
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,J PHYSIOL BIOCHEM,SPRINGER,1138-7548,1877-8755,PHYSIOLOGY,SCIE,"2,601",3.4,Q2,0.9,12.44%
European Physical Journal Plus,EUR PHYS J PLUS,SPRINGER HEIDELBERG,2190-5444,2190-5444,"PHYSICS, MULTIDISCIPLINARY",SCIE,"15,460",3.4,Q2,0.89,9.25%
SoftwareX,SOFTWAREX,ELSEVIER,2352-7110,2352-7110,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"4,155",3.4,Q2,0.89,94.99%
Plant Reproduction,PLANT REPROD,SPRINGER,2194-7953,2194-7961,PLANT SCIENCES,SCIE,826,3.4,Q2,0.88,44.29%
Plant Reproduction,PLANT REPROD,SPRINGER,2194-7953,2194-7961,REPRODUCTIVE BIOLOGY,SCIE,826,3.4,Q2,0.88,44.29%
Reproductive Health,REPROD HEALTH,BMC,N/A,1742-4755,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SSCI,"6,949",3.4,Q2,0.87,99.54%
Reproductive Health,REPROD HEALTH,BMC,N/A,1742-4755,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,"6,949",3.4,Q2,0.87,99.54%
BIOPHYSICAL JOURNAL,BIOPHYS J,CELL PRESS,0006-3495,1542-0086,BIOPHYSICS,SCIE,"49,052",3.4,Q2,0.86,72.51%
INVESTIGATIONAL NEW DRUGS,INVEST NEW DRUG,SPRINGER,0167-6997,1573-0646,ONCOLOGY,SCIE,"5,844",3.4,Q3,0.86,25.62%
INVESTIGATIONAL NEW DRUGS,INVEST NEW DRUG,SPRINGER,0167-6997,1573-0646,PHARMACOLOGY & PHARMACY,SCIE,"5,844",3.4,Q2,0.86,25.62%
Physica Medica-European Journal of Medical Physics,PHYS MEDICA,ELSEVIER SCI LTD,1120-1797,1724-191X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"5,488",3.4,Q2,0.86,18.59%
SYSTEMATIC AND APPLIED MICROBIOLOGY,SYST APPL MICROBIOL,ELSEVIER GMBH,0723-2020,1618-0984,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"5,063",3.4,Q2,0.82,23.38%
SYSTEMATIC AND APPLIED MICROBIOLOGY,SYST APPL MICROBIOL,ELSEVIER GMBH,0723-2020,1618-0984,MICROBIOLOGY,SCIE,"5,063",3.4,Q2,0.82,23.38%
Fitoterapia,FITOTERAPIA,ELSEVIER,0367-326X,1873-6971,"CHEMISTRY, MEDICINAL",SCIE,"13,012",3.4,Q3,0.81,6.29%
Fitoterapia,FITOTERAPIA,ELSEVIER,0367-326X,1873-6971,PHARMACOLOGY & PHARMACY,SCIE,"13,012",3.4,Q2,0.81,6.29%
Integrative Medicine Research,INTEGR MED RES,ELSEVIER,2213-4220,2213-4239,INTEGRATIVE & COMPLEMENTARY MEDICINE,SCIE,"1,351",3.4,Q2,0.8,96.41%
BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,BMC,1471-2148,1471-2148,EVOLUTIONARY BIOLOGY,SCIE,"13,156",3.4,Q2,0.79,99.38%
BMC EVOLUTIONARY BIOLOGY,BMC EVOL BIOL,BMC,1471-2148,1471-2148,GENETICS & HEREDITY,SCIE,"13,156",3.4,Q2,0.79,99.38%
ENZYME AND MICROBIAL TECHNOLOGY,ENZYME MICROB TECH,ELSEVIER SCIENCE INC,0141-0229,1879-0909,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"10,941",3.4,Q2,0.79,8.63%
THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,THEOR COMP FLUID DYN,SPRINGER,0935-4964,1432-2250,MECHANICS,SCIE,"1,787",3.4,Q2,0.78,13.82%
THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,THEOR COMP FLUID DYN,SPRINGER,0935-4964,1432-2250,"PHYSICS, FLUIDS & PLASMAS",SCIE,"1,787",3.4,Q2,0.78,13.82%
Automated Software Engineering,AUTOMAT SOFTW ENG,SPRINGER,0928-8910,1573-7535,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,650,3.4,Q2,0.77,14.13%
CARDIOVASCULAR DRUGS AND THERAPY,CARDIOVASC DRUG THER,SPRINGER,0920-3206,1573-7241,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"3,538",3.4,Q2,0.77,24.71%
CARDIOVASCULAR DRUGS AND THERAPY,CARDIOVASC DRUG THER,SPRINGER,0920-3206,1573-7241,PHARMACOLOGY & PHARMACY,SCIE,"3,538",3.4,Q2,0.77,24.71%
Heart Failure Clinics,HEART FAIL CLIN,ELSEVIER SCIENCE INC,1551-7136,N/A,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"1,671",3.4,Q2,0.77,7.88%
JOURNAL OF REPRODUCTIVE IMMUNOLOGY,J REPROD IMMUNOL,ELSEVIER IRELAND LTD,0165-0378,1872-7603,IMMUNOLOGY,SCIE,"4,264",3.4,Q3,0.76,15.71%
JOURNAL OF REPRODUCTIVE IMMUNOLOGY,J REPROD IMMUNOL,ELSEVIER IRELAND LTD,0165-0378,1872-7603,REPRODUCTIVE BIOLOGY,SCIE,"4,264",3.4,Q2,0.76,15.71%
SEMINARS IN PERINATOLOGY,SEMIN PERINATOL,W B SAUNDERS CO-ELSEVIER INC,0146-0005,1558-075X,OBSTETRICS & GYNECOLOGY,SCIE,"4,613",3.4,Q2,0.76,8.60%
SEMINARS IN PERINATOLOGY,SEMIN PERINATOL,W B SAUNDERS CO-ELSEVIER INC,0146-0005,1558-075X,PEDIATRICS,SCIE,"4,613",3.4,Q1,0.76,8.60%
BIODIVERSITY AND CONSERVATION,BIODIVERS CONSERV,SPRINGER,0960-3115,1572-9710,BIODIVERSITY CONSERVATION,SCIE,"14,293",3.4,Q1,0.75,31.16%
BIODIVERSITY AND CONSERVATION,BIODIVERS CONSERV,SPRINGER,0960-3115,1572-9710,ECOLOGY,SCIE,"14,293",3.4,Q2,0.75,31.16%
BIODIVERSITY AND CONSERVATION,BIODIVERS CONSERV,SPRINGER,0960-3115,1572-9710,ENVIRONMENTAL SCIENCES,SCIE,"14,293",3.4,Q2,0.75,31.16%
CLINICAL RHEUMATOLOGY,CLIN RHEUMATOL,SPRINGER LONDON LTD,0770-3198,1434-9949,RHEUMATOLOGY,SCIE,"13,534",3.4,Q3,0.75,12.42%
MULTIBODY SYSTEM DYNAMICS,MULTIBODY SYST DYN,SPRINGER,1384-5640,1573-272X,MECHANICS,SCIE,"2,274",3.4,Q2,0.75,31.98%
Phytopathology Research,PHYTOPATHOL RES,SPRINGERNATURE,2096-5362,2524-4167,PLANT SCIENCES,SCIE,413,3.4,Q2,0.75,100%
THEORETICAL AND APPLIED CLIMATOLOGY,THEOR APPL CLIMATOL,SPRINGER WIEN,0177-798X,1434-4483,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,"14,712",3.4,Q2,0.74,10.16%
BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,BBA-BIOMEMBRANES,ELSEVIER,0005-2736,1879-2642,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"18,992",3.4,Q3,0.73,60.63%
BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,BBA-BIOMEMBRANES,ELSEVIER,0005-2736,1879-2642,BIOPHYSICS,SCIE,"18,992",3.4,Q2,0.73,60.63%
FIRE TECHNOLOGY,FIRE TECHNOL,SPRINGER,0015-2684,1572-8099,"ENGINEERING, MULTIDISCIPLINARY",SCIE,"3,773",3.4,Q2,0.73,20.13%
FIRE TECHNOLOGY,FIRE TECHNOL,SPRINGER,0015-2684,1572-8099,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"3,773",3.4,Q3,0.73,20.13%
CHEMISTRY AND PHYSICS OF LIPIDS,CHEM PHYS LIPIDS,ELSEVIER IRELAND LTD,0009-3084,1873-2941,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"5,118",3.4,Q3,0.72,17.03%
CHEMISTRY AND PHYSICS OF LIPIDS,CHEM PHYS LIPIDS,ELSEVIER IRELAND LTD,0009-3084,1873-2941,BIOPHYSICS,SCIE,"5,118",3.4,Q2,0.72,17.03%
Journal of Bone Oncology,J BONE ONCOL,ELSEVIER,N/A,2212-1374,ONCOLOGY,SCIE,"1,356",3.4,Q3,0.71,96.61%
Botanical Studies,BOT STUD,SPRINGER,N/A,1999-3110,PLANT SCIENCES,SCIE,"1,555",3.4,Q2,0.69,100%
CLINICAL ONCOLOGY,CLIN ONCOL-UK,ELSEVIER SCIENCE LONDON,0936-6555,1433-2981,ONCOLOGY,SCIE,"4,665",3.4,Q3,0.69,18.78%
Journal of Food Measurement and Characterization,J FOOD MEAS CHARACT,SPRINGER,2193-4126,2193-4134,FOOD SCIENCE & TECHNOLOGY,SCIE,"6,782",3.4,Q2,0.69,2.28%
Food and Environmental Virology,FOOD ENVIRON VIROL,SPRINGER,1867-0334,1867-0342,ENVIRONMENTAL SCIENCES,SCIE,"1,367",3.4,Q2,0.68,19.23%
Food and Environmental Virology,FOOD ENVIRON VIROL,SPRINGER,1867-0334,1867-0342,FOOD SCIENCE & TECHNOLOGY,SCIE,"1,367",3.4,Q2,0.68,19.23%
Food and Environmental Virology,FOOD ENVIRON VIROL,SPRINGER,1867-0334,1867-0342,MICROBIOLOGY,SCIE,"1,367",3.4,Q2,0.68,19.23%
Food and Environmental Virology,FOOD ENVIRON VIROL,SPRINGER,1867-0334,1867-0342,VIROLOGY,SCIE,"1,367",3.4,Q3,0.68,19.23%
BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO,BOL SOC ESP CERAM V,ELSEVIER,0366-3175,2173-0431,"MATERIALS SCIENCE, CERAMICS",SCIE,925,3.4,Q1,0.67,92.36%
IEEE Journal of Translational Engineering in Health and Medicine,IEEE J TRANSL ENG HE,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2168-2372,2168-2372,"ENGINEERING, BIOMEDICAL",SCIE,"1,229",3.4,Q3,0.67,96.34%
MEDICAL ONCOLOGY,MED ONCOL,HUMANA PRESS INC,1357-0560,1559-131X,ONCOLOGY,SCIE,"7,095",3.4,Q3,0.65,13.06%
EUROPEAN JOURNAL OF CONTROL,EUR J CONTROL,ELSEVIER,0947-3580,1435-5671,AUTOMATION & CONTROL SYSTEMS,SCIE,"2,264",3.4,Q2,0.64,14.20%
Journal of Cardiovascular Translational Research,J CARDIOVASC TRANSL,SPRINGER,1937-5387,1937-5395,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"2,590",3.4,Q2,0.63,19.40%
Journal of Cardiovascular Translational Research,J CARDIOVASC TRANSL,SPRINGER,1937-5387,1937-5395,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"2,590",3.4,Q3,0.63,19.40%
INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,INT J ADV MANUF TECH,SPRINGER LONDON LTD,0268-3768,1433-3015,AUTOMATION & CONTROL SYSTEMS,SCIE,"56,356",3.4,Q2,0.62,10.64%
INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,INT J ADV MANUF TECH,SPRINGER LONDON LTD,0268-3768,1433-3015,"ENGINEERING, MANUFACTURING",SCIE,"56,356",3.4,Q3,0.62,10.64%
International Journal of Concrete Structures and Materials,INT J CONCR STRUCT M,SPRINGER,1976-0485,2234-1315,CONSTRUCTION & BUILDING TECHNOLOGY,SCIE,"2,192",3.4,Q2,0.61,99.44%
International Journal of Concrete Structures and Materials,INT J CONCR STRUCT M,SPRINGER,1976-0485,2234-1315,"ENGINEERING, CIVIL",SCIE,"2,192",3.4,Q2,0.61,99.44%
International Journal of Concrete Structures and Materials,INT J CONCR STRUCT M,SPRINGER,1976-0485,2234-1315,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"2,192",3.4,Q3,0.61,99.44%
Chinese Geographical Science,CHINESE GEOGR SCI,SPRINGER,1002-0063,1993-064X,ENVIRONMENTAL SCIENCES,SCIE,"3,020",3.4,Q2,0.57,93.56%
INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES,INT J ADHES ADHES,ELSEVIER SCI LTD,0143-7496,1879-0127,"ENGINEERING, CHEMICAL",SCIE,"7,999",3.4,Q2,0.57,11.43%
INTERNATIONAL JOURNAL OF ADHESION AND ADHESIVES,INT J ADHES ADHES,ELSEVIER SCI LTD,0143-7496,1879-0127,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"7,999",3.4,Q3,0.57,11.43%
PSYCHOSOMATICS,PSYCHOSOMATICS,ELSEVIER SCIENCE INC,0033-3182,1545-7206,PSYCHIATRY,SSCI,"4,564",3.4,Q2,0.57,4.50%
PSYCHOSOMATICS,PSYCHOSOMATICS,ELSEVIER SCIENCE INC,0033-3182,1545-7206,PSYCHIATRY,SCIE,"4,564",3.4,Q3,0.57,4.50%
PSYCHOSOMATICS,PSYCHOSOMATICS,ELSEVIER SCIENCE INC,0033-3182,1545-7206,PSYCHOLOGY,SCIE,"4,564",3.4,Q2,0.57,4.50%
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,SPRINGER,0925-9902,1573-7675,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"1,577",3.4,Q3,0.55,20.19%
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,SPRINGER,0925-9902,1573-7675,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"1,577",3.4,Q3,0.55,20.19%
Brazilian Journal of Infectious Diseases,BRAZ J INFECT DIS,ELSEVIER BRAZIL,1413-8670,1678-4391,INFECTIOUS DISEASES,SCIE,"2,682",3.4,Q3,0.53,93.10%
Silicon,SILICON-NETH,SPRINGER,1876-990X,1876-9918,"CHEMISTRY, PHYSICAL",SCIE,"7,854",3.4,Q3,0.48,1.27%
Silicon,SILICON-NETH,SPRINGER,1876-990X,1876-9918,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"7,854",3.4,Q3,0.48,1.27%
Journal of Environmental Health Science and Engineering,J ENVIRON HEALTH SCI,SPRINGER,N/A,2052-336X,"ENGINEERING, ENVIRONMENTAL",SCIE,"3,104",3.4,Q3,0.42,8.17%
Journal of Environmental Health Science and Engineering,J ENVIRON HEALTH SCI,SPRINGER,N/A,2052-336X,ENVIRONMENTAL SCIENCES,SCIE,"3,104",3.4,Q2,0.42,8.17%
Asia-Pacific Education Researcher,ASIA-PAC EDUC RES,SPRINGER HEIDELBERG,0119-5646,2243-7908,EDUCATION & EDUCATIONAL RESEARCH,SSCI,"1,846",3.3,Q2,1.57,3.38%
Metacognition and Learning,METACOGN LEARN,SPRINGER,1556-1623,1556-1631,EDUCATION & EDUCATIONAL RESEARCH,SSCI,"1,529",3.3,Q2,1.34,41.67%
Metacognition and Learning,METACOGN LEARN,SPRINGER,1556-1623,1556-1631,"PSYCHOLOGY, EDUCATIONAL",SSCI,"1,529",3.3,Q2,1.34,41.67%
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,SCAND J TRAUMA RESUS,BMC,1757-7241,1757-7241,EMERGENCY MEDICINE,SCIE,"3,826",3.3,Q2,1.32,100%
CHILDREN AND YOUTH SERVICES REVIEW,CHILD YOUTH SERV REV,PERGAMON-ELSEVIER SCIENCE LTD,0190-7409,1873-7765,FAMILY STUDIES,SSCI,"16,011",3.3,Q1,1.28,11.75%
CHILDREN AND YOUTH SERVICES REVIEW,CHILD YOUTH SERV REV,PERGAMON-ELSEVIER SCIENCE LTD,0190-7409,1873-7765,SOCIAL WORK,SSCI,"16,011",3.3,Q1,1.28,11.75%
Physiotherapy,PHYSIOTHERAPY,ELSEVIER SCI LTD,0031-9406,1873-1465,REHABILITATION,SCIE,"3,395",3.3,Q1,1.26,18.88%
SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,SPECTROCHIM ACTA B,PERGAMON-ELSEVIER SCIENCE LTD,0584-8547,1873-3565,SPECTROSCOPY,SCIE,"8,265",3.3,Q1,1.25,20.70%
ORE GEOLOGY REVIEWS,ORE GEOL REV,ELSEVIER,0169-1368,1872-7360,GEOLOGY,SCIE,"17,947",3.3,Q1,1.23,38.97%
ORE GEOLOGY REVIEWS,ORE GEOL REV,ELSEVIER,0169-1368,1872-7360,MINERALOGY,SCIE,"17,947",3.3,Q2,1.23,38.97%
ORE GEOLOGY REVIEWS,ORE GEOL REV,ELSEVIER,0169-1368,1872-7360,MINING & MINERAL PROCESSING,SCIE,"17,947",3.3,Q2,1.23,38.97%
POPULATION AND ENVIRONMENT,POPUL ENVIRON,SPRINGER,0199-0039,1573-7810,DEMOGRAPHY,SSCI,"1,921",3.3,Q2,1.19,26.67%
POPULATION AND ENVIRONMENT,POPUL ENVIRON,SPRINGER,0199-0039,1573-7810,ENVIRONMENTAL STUDIES,SSCI,"1,921",3.3,Q2,1.19,26.67%
HUMAN PATHOLOGY,HUM PATHOL,W B SAUNDERS CO-ELSEVIER INC,0046-8177,1532-8392,PATHOLOGY,SCIE,"13,590",3.3,Q2,1.17,12.16%
JOURNAL OF OCCUPATIONAL REHABILITATION,J OCCUP REHABIL,SPRINGER/PLENUM PUBLISHERS,1053-0487,1573-3688,REHABILITATION,SSCI,"3,037",3.3,Q1,1.16,40.64%
JOURNAL OF OCCUPATIONAL REHABILITATION,J OCCUP REHABIL,SPRINGER/PLENUM PUBLISHERS,1053-0487,1573-3688,SOCIAL ISSUES,SSCI,"3,037",3.3,Q1,1.16,40.64%
Australian Critical Care,AUST CRIT CARE,ELSEVIER SCIENCE INC,1036-7314,1878-1721,CRITICAL CARE MEDICINE,SCIE,"1,675",3.3,Q2,1.15,11.07%
Australian Critical Care,AUST CRIT CARE,ELSEVIER SCIENCE INC,1036-7314,1878-1721,NURSING,SSCI,"1,675",3.3,Q1,1.15,11.07%
Australian Critical Care,AUST CRIT CARE,ELSEVIER SCIENCE INC,1036-7314,1878-1721,NURSING,SCIE,"1,675",3.3,Q1,1.15,11.07%
JOURNAL OF INTERNATIONAL ECONOMICS,J INT ECON,ELSEVIER,0022-1996,1873-0353,ECONOMICS,SSCI,"10,685",3.3,Q2,1.15,18.53%
VETERINARY MICROBIOLOGY,VET MICROBIOL,ELSEVIER,0378-1135,1873-2542,MICROBIOLOGY,SCIE,"18,657",3.3,Q3,1.14,10.21%
VETERINARY MICROBIOLOGY,VET MICROBIOL,ELSEVIER,0378-1135,1873-2542,VETERINARY SCIENCES,SCIE,"18,657",3.3,Q1,1.14,10.21%
ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS,ENG ANAL BOUND ELEM,ELSEVIER SCI LTD,0955-7997,1873-197X,"ENGINEERING, MULTIDISCIPLINARY",SCIE,"7,026",3.3,Q2,1.09,3.47%
ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS,ENG ANAL BOUND ELEM,ELSEVIER SCI LTD,0955-7997,1873-197X,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",SCIE,"7,026",3.3,Q1,1.09,3.47%
HEALTH POLICY,HEALTH POLICY,ELSEVIER IRELAND LTD,0168-8510,1872-6054,HEALTH CARE SCIENCES & SERVICES,SCIE,"9,014",3.3,Q2,1.05,38.22%
HEALTH POLICY,HEALTH POLICY,ELSEVIER IRELAND LTD,0168-8510,1872-6054,HEALTH POLICY & SERVICES,SSCI,"9,014",3.3,Q2,1.05,38.22%
EUROPEAN JOURNAL OF RADIOLOGY,EUR J RADIOL,ELSEVIER IRELAND LTD,0720-048X,1872-7727,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"17,302",3.3,Q2,1.01,14.86%
INTERNATIONAL DENTAL JOURNAL,INT DENT J,ELSEVIER,0020-6539,1875-595X,"DENTISTRY, ORAL SURGERY & MEDICINE",SCIE,"3,400",3.3,Q2,0.99,86.61%
